cenergi;0;6;1;1;acq;0,77815125;-0,77815125
wang;0;6;19;19;reserves;0,77815125;-0,77815125
csbc;0;6;20;20;ship;0,77815125;-0,77815125
arabica;0;6;4;4;coffee;0,77815125;-0,77815125
benchmark;0;6;7;7;crude;0,77815125;-0,77815125
gtx;0;6;1;1;acq;0,77815125;-0,77815125
fatti;0;6;24;24;veg-oil;0,77815125;-0,77815125
billboard;0;6;1;1;acq;0,77815125;-0,77815125
lebanes;0;6;15;15;money-fx;0,77815125;-0,77815125
cruz;0;6;7;7;crude;0,77815125;-0,77815125
infect;0;6;14;14;livestock;0,77815125;-0,77815125
mccoi;0;6;11;11;gold;0,77815125;-0,77815125
bird;0;6;14;14;livestock;0,77815125;-0,77815125
kaul;0;6;4;4;coffee;0,77815125;-0,77815125
palladium;0;6;11;11;gold;0,77815125;-0,77815125
escalant;0;6;4;4;coffee;0,77815125;-0,77815125
versatil;0;6;20;20;ship;0,77815125;-0,77815125
concepcion;0;6;24;24;veg-oil;0,77815125;-0,77815125
bhpgm;0;6;11;11;gold;0,77815125;-0,77815125
abdul;0;6;7;7;crude;0,77815125;-0,77815125
piedmont;0;6;1;1;acq;0,77815125;-0,77815125
amcor;0;6;1;1;acq;0,77815125;-0,77815125
giorgio;0;6;1;1;acq;0,77815125;-0,77815125
napm;0;6;10;10;gnp;0,77815125;-0,77815125
ford;0;6;9;9;earn;0,77815125;-0,77815125
solubl;0;6;4;4;coffee;0,77815125;-0,77815125
interlink;0;6;1;1;acq;0,77815125;-0,77815125
num;0;6;11;11;gold;0,77815125;-0,77815125
horner;0;6;8;8;dlr;0,77815125;-0,77815125
lmfe;0;6;14;14;livestock;0,77815125;-0,77815125
fahd;0;6;7;7;crude;0,77815125;-0,77815125
cocoas;0;6;3;3;cocoa;0,77815125;-0,77815125
gurria;0;6;19;19;reserves;0,77815125;-0,77815125
wifo;0;6;10;10;gnp;0,77815125;-0,77815125
lng;0;6;17;17;nat-gas;0,77815125;-0,77815125
reintegro;0;6;4;4;coffee;0,77815125;-0,77815125
petro;0;6;7;7;crude;0,77815125;-0,77815125
marten;0;6;10;10;gnp;0,77815125;-0,77815125
mulligan;0;6;12;12;grain;0,77815125;-0,77815125
cheng;0;5;19;19;reserves;0,698970004;-0,698970004
chittagong;0;5;20;20;ship;0,698970004;-0,698970004
aviat;0;5;1;1;acq;0,698970004;-0,698970004
goldfield;0;5;11;11;gold;0,698970004;-0,698970004
salina;0;5;7;7;crude;0,698970004;-0,698970004
chiari;0;5;9;9;earn;0,698970004;-0,698970004
canamax;0;5;11;11;gold;0,698970004;-0,698970004
arturo;0;5;7;7;crude;0,698970004;-0,698970004
kaneb;0;5;17;17;nat-gas;0,698970004;-0,698970004
frawlei;0;5;14;14;livestock;0,698970004;-0,698970004
spinoff;0;5;1;1;acq;0,698970004;-0,698970004
gte;0;5;1;1;acq;0,698970004;-0,698970004
allegheni;0;5;1;1;acq;0,698970004;-0,698970004
sucralos;0;5;22;22;sugar;0,698970004;-0,698970004
kg;0;5;4;4;coffee;0,698970004;-0,698970004
cesar;0;5;4;4;coffee;0,698970004;-0,698970004
ing;0;5;11;11;gold;0,698970004;-0,698970004
honeywel;0;5;1;1;acq;0,698970004;-0,698970004
schmidt;0;5;9;9;earn;0,698970004;-0,698970004
yr;0;5;9;9;earn;0,698970004;-0,698970004
trilogi;0;5;1;1;acq;0,698970004;-0,698970004
dissolution;0;5;12;12;grain;0,698970004;-0,698970004
champion;0;5;1;1;acq;0,698970004;-0,698970004
vat;0;5;10;10;gnp;0,698970004;-0,698970004
kain;0;5;22;22;sugar;0,698970004;-0,698970004
packer;0;5;14;14;livestock;0,698970004;-0,698970004
cds;0;5;16;16;money-supply;0,698970004;-0,698970004
avgs;0;5;16;16;money-supply;0,698970004;-0,698970004
chi;0;5;19;19;reserves;0,698970004;-0,698970004
ramadan;0;5;24;24;veg-oil;0,698970004;-0,698970004
eysken;0;5;15;15;money-fx;0,698970004;-0,698970004
gelco;0;5;1;1;acq;0,698970004;-0,698970004
regenc;0;5;20;20;ship;0,698970004;-0,698970004
regent;0;5;20;20;ship;0,698970004;-0,698970004
boliden;0;5;1;1;acq;0,698970004;-0,698970004
pertamina;0;5;7;7;crude;0,698970004;-0,698970004
grei;0;5;23;23;trade;0,698970004;-0,698970004
icebreak;0;5;20;20;ship;0,698970004;-0,698970004
barber;0;5;20;20;ship;0,698970004;-0,698970004
rpi;0;5;6;6;cpi;0,698970004;-0,698970004
reintroduct;0;5;4;4;coffee;0,698970004;-0,698970004
sra;0;5;22;22;sugar;0,698970004;-0,698970004
comissaria;0;5;3;3;cocoa;0,698970004;-0,698970004
shipyard;0;5;20;20;ship;0,698970004;-0,698970004
palomino;0;5;1;1;acq;0,698970004;-0,698970004
nawg;0;5;25;25;wheat;0,698970004;-0,698970004
pit;0;5;11;11;gold;0,698970004;-0,698970004
jansept;0;5;24;24;veg-oil;0,698970004;-0,698970004
rosenmul;0;5;20;20;ship;0,698970004;-0,698970004
oxid;0;5;11;11;gold;0,698970004;-0,698970004
matsunaga;0;5;23;23;trade;0,698970004;-0,698970004
honduras;0;5;4;4;coffee;0,698970004;-0,698970004
awf;0;5;25;25;wheat;0,698970004;-0,698970004
britoil;0;5;17;17;nat-gas;0,698970004;-0,698970004
myra;0;5;11;11;gold;0,698970004;-0,698970004
seismic;0;5;17;17;nat-gas;0,698970004;-0,698970004
krenzler;0;5;25;25;wheat;0,698970004;-0,698970004
ranger;0;5;17;17;nat-gas;0,698970004;-0,698970004
state:;0;5;4;4;coffee;0,698970004;-0,698970004
kilomet;0;5;11;11;gold;0,698970004;-0,698970004
aloha;0;5;1;1;acq;0,698970004;-0,698970004
tate;0;5;22;22;sugar;0,698970004;-0,698970004
ufcw;0;5;14;14;livestock;0,698970004;-0,698970004
fendt;0;5;23;23;trade;0,698970004;-0,698970004
dinar;0;4;19;19;reserves;0,602059991;-0,602059991
avian;0;4;14;14;livestock;0,602059991;-0,602059991
sour;0;4;7;7;crude;0,602059991;-0,602059991
christi;0;4;7;7;crude;0,602059991;-0,602059991
kim;0;4;2;2;bop;0,602059991;-0,602059991
seamless;0;4;23;23;trade;0,602059991;-0,602059991
ferc;0;4;17;17;nat-gas;0,602059991;-0,602059991
pakistani;0;4;25;25;wheat;0,602059991;-0,602059991
cove;0;4;11;11;gold;0,602059991;-0,602059991
kroger;0;4;1;1;acq;0,602059991;-0,602059991
meston;0;4;11;11;gold;0,602059991;-0,602059991
sloan;0;4;8;8;dlr;0,602059991;-0,602059991
astrotech;0;4;1;1;acq;0,602059991;-0,602059991
revok;0;4;23;23;trade;0,602059991;-0,602059991
saleh;0;4;24;24;veg-oil;0,602059991;-0,602059991
draugen;0;4;7;7;crude;0,602059991;-0,602059991
stos;0;4;17;17;nat-gas;0,602059991;-0,602059991
bone;0;4;14;14;livestock;0,602059991;-0,602059991
maritim;0;4;20;20;ship;0,602059991;-0,602059991
grigg;0;4;16;16;money-supply;0,602059991;-0,602059991
technigen;0;4;11;11;gold;0,602059991;-0,602059991
hohenwarth;0;4;10;10;gnp;0,602059991;-0,602059991
goh;0;4;13;13;interest;0,602059991;-0,602059991
np;0;4;7;7;crude;0,602059991;-0,602059991
oz;0;4;11;11;gold;0,602059991;-0,602059991
adelaide;0;4;17;17;nat-gas;0,602059991;-0,602059991
versar;0;4;1;1;acq;0,602059991;-0,602059991
legalis;0;4;8;8;dlr;0,602059991;-0,602059991
crow;0;4;10;10;gnp;0,602059991;-0,602059991
marietta;0;4;1;1;acq;0,602059991;-0,602059991
solomon;0;4;2;2;bop;0,602059991;-0,602059991
fcl;0;4;1;1;acq;0,602059991;-0,602059991
ridgewai;0;4;11;11;gold;0,602059991;-0,602059991
khalifa;0;4;7;7;crude;0,602059991;-0,602059991
chips;0;4;23;23;trade;0,602059991;-0,602059991
kock;0;4;19;19;reserves;0,602059991;-0,602059991
audiovideo;0;4;1;1;acq;0,602059991;-0,602059991
goodrich;0;4;1;1;acq;0,602059991;-0,602059991
doyon;0;4;11;11;gold;0,602059991;-0,602059991
ryzhkov;0;4;23;23;trade;0,602059991;-0,602059991
denatur;0;4;22;22;sugar;0,602059991;-0,602059991
mousavi;0;4;20;20;ship;0,602059991;-0,602059991
paralax;0;4;1;1;acq;0,602059991;-0,602059991
fernando;0;4;7;7;crude;0,602059991;-0,602059991
molpu;0;4;14;14;livestock;0,602059991;-0,602059991
grape;0;4;24;24;veg-oil;0,602059991;-0,602059991
gilberto;0;4;4;4;coffee;0,602059991;-0,602059991
orbit;0;4;17;17;nat-gas;0,602059991;-0,602059991
val;0;4;11;11;gold;0,602059991;-0,602059991
carrolton;0;4;1;1;acq;0,602059991;-0,602059991
cng;0;4;17;17;nat-gas;0,602059991;-0,602059991
fuller;0;4;14;14;livestock;0,602059991;-0,602059991
morrel;0;4;14;14;livestock;0,602059991;-0,602059991
potato;0;4;14;14;livestock;0,602059991;-0,602059991
alvit;0;4;7;7;crude;0,602059991;-0,602059991
buckhorn;0;4;9;9;earn;0,602059991;-0,602059991
unch;0;4;16;16;money-supply;0,602059991;-0,602059991
cormier;0;4;1;1;acq;0,602059991;-0,602059991
dividends;0;4;9;9;earn;0,602059991;-0,602059991
antibiot;0;4;14;14;livestock;0,602059991;-0,602059991
octoberdecember;0;4;10;10;gnp;0,602059991;-0,602059991
dor;0;4;11;11;gold;0,602059991;-0,602059991
calmon;0;4;4;4;coffee;0,602059991;-0,602059991
penteco;0;4;1;1;acq;0,602059991;-0,602059991
edelman;0;4;1;1;acq;0,602059991;-0,602059991
gafta;0;4;14;14;livestock;0,602059991;-0,602059991
pyongyang;0;4;11;11;gold;0,602059991;-0,602059991
petricioli;0;4;19;19;reserves;0,602059991;-0,602059991
otsuki;0;4;15;15;money-fx;0,602059991;-0,602059991
offal;0;4;14;14;livestock;0,602059991;-0,602059991
reimpos;0;4;4;4;coffee;0,602059991;-0,602059991
corpu;0;4;7;7;crude;0,602059991;-0,602059991
starrex;0;4;11;11;gold;0,602059991;-0,602059991
retend;0;4;24;24;veg-oil;0,602059991;-0,602059991
sett;0;4;4;4;coffee;0,602059991;-0,602059991
checkoff;0;4;14;14;livestock;0,602059991;-0,602059991
caraca;0;4;7;7;crude;0,602059991;-0,602059991
viceroi;0;4;11;11;gold;0,602059991;-0,602059991
funaro;0;4;10;10;gnp;0,602059991;-0,602059991
witt;0;4;11;11;gold;0,602059991;-0,602059991
larner;0;4;20;20;ship;0,602059991;-0,602059991
influenza;0;4;14;14;livestock;0,602059991;-0,602059991
ppi;0;4;10;10;gnp;0,602059991;-0,602059991
ppg;0;4;1;1;acq;0,602059991;-0,602059991
mooni;0;4;17;17;nat-gas;0,602059991;-0,602059991
alfaro;0;4;22;22;sugar;0,602059991;-0,602059991
rubio;0;4;10;10;gnp;0,602059991;-0,602059991
prv;0;4;14;14;livestock;0,602059991;-0,602059991
btu;0;4;17;17;nat-gas;0,602059991;-0,602059991
courier;0;4;1;1;acq;0,602059991;-0,602059991
aic;0;4;4;4;coffee;0,602059991;-0,602059991
polypropylen;0;4;18;18;oilseed;0,602059991;-0,602059991
lindenberg;0;4;4;4;coffee;0,602059991;-0,602059991
afg;0;4;1;1;acq;0,602059991;-0,602059991
benbow;0;4;7;7;crude;0,602059991;-0,602059991
clemente;0;4;16;16;money-supply;0,602059991;-0,602059991
apc;0;4;14;14;livestock;0,602059991;-0,602059991
verif;0;4;4;4;coffee;0,602059991;-0,602059991
kahan;0;4;13;13;interest;0,602059991;-0,602059991
warner;0;4;1;1;acq;0,602059991;-0,602059991
winnipeg;0;4;18;18;oilseed;0,602059991;-0,602059991
paton;0;4;4;4;coffee;0,602059991;-0,602059991
pseudorabi;0;4;14;14;livestock;0,602059991;-0,602059991
endaka;0;4;15;15;money-fx;0,602059991;-0,602059991
revlon;0;4;1;1;acq;0,602059991;-0,602059991
sank;0;4;20;20;ship;0,602059991;-0,602059991
teberebi;0;4;11;11;gold;0,602059991;-0,602059991
licht;0;4;22;22;sugar;0,602059991;-0,602059991
sunbeam;0;4;11;11;gold;0,602059991;-0,602059991
redistribut;0;4;4;4;coffee;0,602059991;-0,602059991
tanjug;0;4;7;7;crude;0,602059991;-0,602059991
crystal;0;4;22;22;sugar;0,602059991;-0,602059991
bbls;0;4;7;7;crude;0,602059991;-0,602059991
tung;0;4;24;24;veg-oil;0,602059991;-0,602059991
rada;0;4;1;1;acq;0,602059991;-0,602059991
schroeder;0;4;10;10;gnp;0,602059991;-0,602059991
cnooc;0;4;7;7;crude;0,602059991;-0,602059991
keidanren;0;4;10;10;gnp;0,602059991;-0,602059991
mcmillan;0;4;7;7;crude;0,602059991;-0,602059991
berisford;0;4;22;22;sugar;0,602059991;-0,602059991
pope;0;4;11;11;gold;0,602059991;-0,602059991
mee;0;4;7;7;crude;0,602059991;-0,602059991
amlc;0;4;14;14;livestock;0,602059991;-0,602059991
burma;0;4;19;19;reserves;0,602059991;-0,602059991
kiel;0;4;10;10;gnp;0,602059991;-0,602059991
shaft;0;4;11;11;gold;0,602059991;-0,602059991
globe;0;4;1;1;acq;0,602059991;-0,602059991
amax;0;4;11;11;gold;0,602059991;-0,602059991
obrien;0;4;23;23;trade;0,602059991;-0,602059991
murrai;0;4;17;17;nat-gas;0,602059991;-0,602059991
dialogu;0;4;4;4;coffee;0,602059991;-0,602059991
cohen;0;4;11;11;gold;0,602059991;-0,602059991
kerna;0;3;17;17;nat-gas;0,477121255;-0,477121255
commemor;0;3;11;11;gold;0,477121255;-0,477121255
westar;0;3;9;9;earn;0,477121255;-0,477121255
muda;0;3;4;4;coffee;0,477121255;-0,477121255
vaal;0;3;11;11;gold;0,477121255;-0,477121255
adedeji;0;3;4;4;coffee;0,477121255;-0,477121255
caspar;0;3;20;20;ship;0,477121255;-0,477121255
misima;0;3;11;11;gold;0,477121255;-0,477121255
dissid;0;3;4;4;coffee;0,477121255;-0,477121255
rescued;0;3;20;20;ship;0,477121255;-0,477121255
disclosur;0;3;20;20;ship;0,477121255;-0,477121255
girardin;0;3;10;10;gnp;0,477121255;-0,477121255
nymex;0;3;7;7;crude;0,477121255;-0,477121255
umuarama;0;3;4;4;coffee;0,477121255;-0,477121255
tractebel;0;3;1;1;acq;0,477121255;-0,477121255
contractionari;0;3;16;16;money-supply;0,477121255;-0,477121255
tunnel;0;3;11;11;gold;0,477121255;-0,477121255
franca;0;3;4;4;coffee;0,477121255;-0,477121255
thre;0;3;11;11;gold;0,477121255;-0,477121255
angu;0;3;9;9;earn;0,477121255;-0,477121255
walk;0;3;20;20;ship;0,477121255;-0,477121255
moham;0;3;3;3;cocoa;0,477121255;-0,477121255
kinross;0;3;11;11;gold;0,477121255;-0,477121255
capsiz;0;3;20;20;ship;0,477121255;-0,477121255
cenergy;0;3;1;1;acq;0,477121255;-0,477121255
subpoena;0;3;1;1;acq;0,477121255;-0,477121255
pigmeat;0;3;14;14;livestock;0,477121255;-0,477121255
flesh;0;3;3;3;cocoa;0,477121255;-0,477121255
millimetres;0;3;4;4;coffee;0,477121255;-0,477121255
bomb;0;3;7;7;crude;0,477121255;-0,477121255
tesfai;0;3;4;4;coffee;0,477121255;-0,477121255
tele;0;3;11;11;gold;0,477121255;-0,477121255
upwards;0;3;8;8;dlr;0,477121255;-0,477121255
rifai;0;3;19;19;reserves;0,477121255;-0,477121255
hawaii;0;3;22;22;sugar;0,477121255;-0,477121255
her;0;3;23;23;trade;0,477121255;-0,477121255
schultz;0;3;25;25;wheat;0,477121255;-0,477121255
ketza;0;3;11;11;gold;0,477121255;-0,477121255
syngold;0;3;11;11;gold;0,477121255;-0,477121255
microchips;0;3;23;23;trade;0,477121255;-0,477121255
buttros;0;3;2;2;bop;0,477121255;-0,477121255
ypf;0;3;17;17;nat-gas;0,477121255;-0,477121255
yacimiento;0;3;17;17;nat-gas;0,477121255;-0,477121255
demis;0;3;12;12;grain;0,477121255;-0,477121255
juri;0;3;17;17;nat-gas;0,477121255;-0,477121255
votuporanga;0;3;4;4;coffee;0,477121255;-0,477121255
footwear;0;3;6;6;cpi;0,477121255;-0,477121255
londrina;0;3;4;4;coffee;0,477121255;-0,477121255
cb;0;3;1;1;acq;0,477121255;-0,477121255
cp;0;3;9;9;earn;0,477121255;-0,477121255
ice;0;3;20;20;ship;0,477121255;-0,477121255
urban;0;3;6;6;cpi;0,477121255;-0,477121255
melzer;0;3;16;16;money-supply;0,477121255;-0,477121255
favored;0;3;17;17;nat-gas;0,477121255;-0,477121255
pb;0;3;4;4;coffee;0,477121255;-0,477121255
registrations;0;3;4;4;coffee;0,477121255;-0,477121255
deka;0;3;11;11;gold;0,477121255;-0,477121255
ethylen;0;3;1;1;acq;0,477121255;-0,477121255
crossroad;0;3;7;7;crude;0,477121255;-0,477121255
trace;0;3;11;11;gold;0,477121255;-0,477121255
clearwat;0;3;1;1;acq;0,477121255;-0,477121255
markwart;0;3;22;22;sugar;0,477121255;-0,477121255
infortext;0;3;1;1;acq;0,477121255;-0,477121255
porla;0;3;24;24;veg-oil;0,477121255;-0,477121255
bolivar;0;3;7;7;crude;0,477121255;-0,477121255
sperri;0;3;1;1;acq;0,477121255;-0,477121255
leaf;0;3;11;11;gold;0,477121255;-0,477121255
lean;0;3;14;14;livestock;0,477121255;-0,477121255
devon;0;3;17;17;nat-gas;0,477121255;-0,477121255
reseed;0;3;12;12;grain;0,477121255;-0,477121255
smallest;0;3;16;16;money-supply;0,477121255;-0,477121255
castro;0;3;22;22;sugar;0,477121255;-0,477121255
pipelines;0;3;17;17;nat-gas;0,477121255;-0,477121255
braverman;0;3;10;10;gnp;0,477121255;-0,477121255
izvestia;0;3;12;12;grain;0,477121255;-0,477121255
wti;0;3;7;7;crude;0,477121255;-0,477121255
beecham;0;3;1;1;acq;0,477121255;-0,477121255
paranavai;0;3;4;4;coffee;0,477121255;-0,477121255
hoffman;0;3;25;25;wheat;0,477121255;-0,477121255
mapl;0;3;11;11;gold;0,477121255;-0,477121255
goldston;0;3;22;22;sugar;0,477121255;-0,477121255
simao;0;3;4;4;coffee;0,477121255;-0,477121255
rafsanjani;0;3;20;20;ship;0,477121255;-0,477121255
navon;0;3;1;1;acq;0,477121255;-0,477121255
reciproc;0;3;23;23;trade;0,477121255;-0,477121255
kyodo;0;3;23;23;trade;0,477121255;-0,477121255
lugar;0;3;20;20;ship;0,477121255;-0,477121255
catanduva;0;3;4;4;coffee;0,477121255;-0,477121255
trunklin;0;3;17;17;nat-gas;0,477121255;-0,477121255
ridg;0;3;11;11;gold;0,477121255;-0,477121255
inconsist;0;3;24;24;veg-oil;0,477121255;-0,477121255
riyals;0;3;7;7;crude;0,477121255;-0,477121255
sonat;0;3;17;17;nat-gas;0,477121255;-0,477121255
coca;0;3;1;1;acq;0,477121255;-0,477121255
kato;0;3;14;14;livestock;0,477121255;-0,477121255
vak;0;3;13;13;interest;0,477121255;-0,477121255
pazzionotto;0;3;20;20;ship;0,477121255;-0,477121255
gidel;0;3;14;14;livestock;0,477121255;-0,477121255
cwe;0;3;22;22;sugar;0,477121255;-0,477121255
refloat;0;3;20;20;ship;0,477121255;-0,477121255
crosbi;0;3;20;20;ship;0,477121255;-0,477121255
shiratori;0;3;23;23;trade;0,477121255;-0,477121255
storehous;0;3;13;13;interest;0,477121255;-0,477121255
cpa;0;3;3;3;cocoa;0,477121255;-0,477121255
cfa;0;3;4;4;coffee;0,477121255;-0,477121255
ricart;0;3;22;22;sugar;0,477121255;-0,477121255
hailey;0;3;11;11;gold;0,477121255;-0,477121255
cola;0;3;1;1;acq;0,477121255;-0,477121255
uic;0;3;4;4;coffee;0,477121255;-0,477121255
adam;0;3;7;7;crude;0,477121255;-0,477121255
omiss;0;3;2;2;bop;0,477121255;-0,477121255
grootvlei;0;3;11;11;gold;0,477121255;-0,477121255
clothing;0;3;6;6;cpi;0,477121255;-0,477121255
sister;0;3;3;3;cocoa;0,477121255;-0,477121255
swung;0;3;2;2;bop;0,477121255;-0,477121255
diablo;0;3;1;1;acq;0,477121255;-0,477121255
panamax;0;3;20;20;ship;0,477121255;-0,477121255
kansai;0;3;23;23;trade;0,477121255;-0,477121255
simonsen;0;3;2;2;bop;0,477121255;-0,477121255
beauti;0;3;1;1;acq;0,477121255;-0,477121255
hotel;0;3;15;15;money-fx;0,477121255;-0,477121255
vishai;0;3;9;9;earn;0,477121255;-0,477121255
lang;0;3;6;6;cpi;0,477121255;-0,477121255
clauses;0;3;22;22;sugar;0,477121255;-0,477121255
fragranc;0;3;1;1;acq;0,477121255;-0,477121255
chloramphenicol;0;3;14;14;livestock;0,477121255;-0,477121255
sunter;0;3;1;1;acq;0,477121255;-0,477121255
ethiopian;0;3;4;4;coffee;0,477121255;-0,477121255
amazon;0;3;7;7;crude;0,477121255;-0,477121255
kertosastro;0;3;4;4;coffee;0,477121255;-0,477121255
visa;0;3;13;13;interest;0,477121255;-0,477121255
pigs;0;3;14;14;livestock;0,477121255;-0,477121255
politoff;0;3;22;22;sugar;0,477121255;-0,477121255
reimposit;0;3;4;4;coffee;0,477121255;-0,477121255
patronag;0;3;12;12;grain;0,477121255;-0,477121255
fighter;0;3;20;20;ship;0,477121255;-0,477121255
pire;0;3;11;11;gold;0,477121255;-0,477121255
anchor;0;3;15;15;money-fx;0,477121255;-0,477121255
metallurg;0;3;11;11;gold;0,477121255;-0,477121255
westmin;0;3;11;11;gold;0,477121255;-0,477121255
rockwel;0;3;1;1;acq;0,477121255;-0,477121255
sec;0;3;1;1;acq;0,477121255;-0,477121255
maringa;0;3;4;4;coffee;0,477121255;-0,477121255
goldsilv;0;3;11;11;gold;0,477121255;-0,477121255
