15;#NA
Nation;#NA
weather;grain
Administr;#NA
coars;#NA
GULF;crude
form;#NA
GOLD;gold
GNP;gnp
poultri;livestock
provis;#NA
durum;wheat
Chinese-mad;trade
budget;#NA
der;#NA
Moscow;#NA
Corporation;earn
271;#NA
Beghin-Sai;#NA
London;#NA
miner;gold
paid;acq
SRW;#NA
southern;#NA
acreag;#NA
union;earn
100;#NA
damag;#NA
point;#NA
FROM;#NA
attack;#NA
Texa;#NA
grant;#NA
OPEC;crude
PAYOUT;earn
Lake;#NA
added;#NA
enrol;#NA
custom;#NA
JAPAN;#NA
northern;#NA
pact;trade
window;#NA
food;#NA
contain;#NA
Venezuela;#NA
Corpor;earn
Africa;#NA
properti;#NA
Strait;#NA
bonu;earn
Credit;#NA
(CCC);grain
div;#NA
hectares;#NA
Dixon;#NA
MINE;gold
coffe;coffee
fix;#NA
AFTER;#NA
CHICAGO;#NA
coverag;#NA
meal;#NA
profit;earn
rice;grain
provinc;#NA
vs;#NA
tax;#NA
growth;#NA
French;#NA
stg;money-fx
ga;#NA
ton;#NA
fiscal;earn
Internat;#NA
credit;interest
deleg;#NA
Brazil;#NA
Brazilian;money-fx
rule;#NA
quota;#NA
gain;#NA
MARKET;#NA
area;#NA
interven;#NA
MONEY;money-supply
Feder;#NA
request;#NA
Fed;money-supply
Chicago;#NA
DOLLAR;dlr
FRENCH;money-fx
member;#NA
consum;cpi
veget;#NA
Bueno;#NA
crude;crude
explor;#NA
six;#NA
;#NA
Mai;#NA
Septemb;#NA
provision;earn
QTR;earn
18;#NA
surplu;bop
Grain;grain
deliveri;#NA
financi;#NA
monetari;money-supply
corn;corn
inflat;cpi
board;#NA
25;#NA
negoti;#NA
manag;#NA
ask;#NA
Aire;#NA
system;#NA
target;#NA
bill;#NA
Indonesia;#NA
state;#NA
RESERVES;reserves
feet;#NA
Commun;#NA
Union;cpi
start;#NA
set;#NA
drill;crude
busi;#NA
AT;earn
economist;#NA
rais;acq
still;#NA
4TH;#NA
work;#NA
below;#NA
Oil;crude
FEBRUARY;#NA
capit;#NA
DEFICIT;#NA
1985;#NA
TRADE;trade
unchang;#NA
fund;#NA
cent;#NA
record;#NA
due;#NA
TOKYO;money-fx
barrel;crude
group;#NA
Feb;#NA
1985;#NA
sector;#NA
us;#NA
mark;#NA
MLN;#NA
Energi;crude
accord;#NA
discount;#NA
Yeutter;#NA
part;#NA
deposit;#NA
commod;#NA
addit;#NA
FEB;#NA
Reserv;reserves
port;ship
sold;acq
maximum;#NA
data;#NA
Sale;#NA
balanc;bop
daili;#NA
Ecu;#NA
forc;#NA
7;#NA
Treasuri;reserves
hour;#NA
maiz;grain
reach;#NA
24;#NA
FED;money-supply
began;#NA
PCT;#NA
employ;#NA
rebat;#NA
higher;#NA
I;#NA
flow;#NA
CORN;corn
intervent;#NA
Taiwan;#NA
energi;crude
bid;acq
futur;#NA
hold;#NA
valu;#NA
oppos;#NA
base;#NA
befor;#NA
1986;#NA
adjust;#NA
minist;#NA
quarter;earn
share;earn
yen;money-fx
franc;money-fx
now;#NA
Trade;trade
program;#NA
year;#NA
dollar;dlr
demand;#NA
dealer;#NA
China;#NA
polici;#NA
pct;#NA
YORK;#NA
close;#NA
annual;#NA
seven;#NA
Januari;#NA
Ltd;#NA
farmer;#NA
invest;earn
talk;#NA
farm;#NA
loan;#NA
1;#NA
NEW;#NA
Inc;#NA
further;#NA
crop;#NA
open;#NA
through;#NA
Thi;#NA
good;#NA
currenc;money-fx
Japanes;money-fx
provid;#NA
approv;#NA
UK;#NA
dai;#NA
revis;earn
EXPORT;bop
reduc;#NA
January;#NA
State;#NA
pct;#NA
tender;reserves
January;#NA
Petroleum;crude
Secretari;#NA
agre;#NA
domest;#NA
Export;bop
tonnes;ship
contract;#NA
Corp;earn
level;#NA
Minist;#NA
ship;ship
same;#NA
FOR;#NA
soybean;soybean
depart;#NA
econom;#NA
output;#NA
Reagan;interest
South;#NA
yesterdai;#NA
earli;#NA
ad;#NA
trader;trade
26;#NA
Japan;#NA
take;#NA
drop;#NA
Decemb;#NA
Gulf;crude
own;#NA
agricultur;grain
Soybean;soybean
Commiss;#NA
account;bop
Februari;#NA
USDA;grain
continu;#NA
agreement;trade
recent;#NA
cargo;ship
next;#NA
analyst;#NA
exchang;money-fx
deficit;bop
central;reserves
forecast;#NA
monei;money-supply
tonnes;ship
dlrs;dlr
out;#NA
dure;#NA
net;bop
EC;trade
chang;#NA
major;#NA
fell;#NA
WHEAT;wheat
season;#NA
--;#NA
American;#NA
intern;#NA
purchas;#NA
20;#NA
need;#NA
lower;#NA
European;trade
payment;bop
West;#NA
shipment;#NA
nation;#NA
10;#NA
support;#NA
issu;#NA
Co;earn
five;#NA
such;#NA
sell;acq
show;#NA
develop;#NA
help;#NA
Bank;#NA
Agricultur;grain
1986/87;#NA
stock;earn
LONDON;#NA
New;#NA
plant;#NA
offer;acq
sale;acq
1987;#NA
meet;#NA
made;#NA
interest;interest
reserv;reserves
Soviet;#NA
propos;#NA
averag;#NA
1986;#NA
fall;#NA
wheat;wheat
WASHINGTON;#NA
figur;#NA
suppli;#NA
OIL;crude
rate;money-fx
previou;#NA
oper;#NA
cut;earn
first;#NA
year;#NA
three;#NA
bank;#NA
grain;grain
declin;#NA
dlrs;dlr
foreign;money-fx
But;#NA
rose;#NA
compar;#NA
bui;#NA
around;#NA
compani;#NA
Depart;#NA
make;#NA
plan;#NA
spokesman;earn
We;#NA
tonn;ship
billion;#NA
rise;#NA
1986;#NA
IN;#NA
Unite;#NA
countri;#NA
between;#NA
under;#NA
includ;#NA
todai;#NA
produc;#NA
told;#NA
down;#NA
cost;#NA
world;#NA
oil;crude
month;#NA
;#NA
It;#NA
A;#NA
industri;#NA
estim;#NA
per;gnp
He;#NA
week;#NA
total;#NA
govern;#NA
sourc;#NA
end;#NA
In;#NA
report;#NA
current;#NA
expect;#NA
more;#NA
against;#NA
import;bop
over;#NA
export;bop
trade;trade
product;gnp
TO;#NA
increas;#NA
price;cpi
market;#NA
offici;#NA
dlr;dlr
April;#NA
new;#NA
up;#NA
on;#NA
two;#NA
year;#NA
last;#NA
US;#NA
mln;#NA
said;#NA
The;#NA
March;#NA
ESPACOBRANCO;#NA
/N;#NA
-;#NA
lawson;#NA
slow;#NA
associ;acq
countertrad;trade
congress;#NA
pork;livestock
