mass;0;2;21;0
full;0;2;21;0
malvern;0;2;21;0
wei;0;2;21;0
three-for-two;0;2;21;0
anglo;0;2;21;0
ten;0;2;21;0
plastic;0;1;21;0
spec;0;1;21;0
mateo;0;1;21;0
wilcox;0;1;21;0
smed;0;1;21;0
distribut;0;1;21;0
expir;0;1;21;0
cmc;0;1;21;0
pref;0;1;21;0
conn;0;1;21;0
oklahoma;0;1;21;0
store;0;1;21;0
sandusky;0;1;21;0
sanduski;0;1;21;0
ait;0;1;21;0
wisconsin;0;1;21;0
eastpark;0;1;21;0
wellesley;0;1;21;0
eldb;0;1;21;0
wg;0;1;21;0
date;0;1;21;0
vsh;0;1;21;0
shr;-0,06160671;89;8;0,06160671
common;-0,15841057;27;10;0,15841057
gdp;-0,163023629;130;12;0,163023629
petroleum;-0,184907399;88;24;0,184907399
sugar;-0,186058978;480;17;0,186058978
stg;-0,19900733;299;11;0,19900733
german;-0,204604393;96;12;0,204604393
pari;-0,208508123;131;4;0,208508123
barrel;-0,220570036;208;24;0,220570036
properti;-0,228631874;33;2;0,228631874
yen;-0,242992324;273;4;0,242992324
mine;-0,243267054;212;2;0,243267054
note:;-0,264052052;27;8;0,264052052
surplu;-0,266384463;200;3;0,266384463
natur;-0,266384463;120;24;0,266384463
commerci;-0,271189373;13;25;0,271189373
six;-0,278769372;50;4;0,278769372
next;-0,304636097;11;15;0,304636097
gold;-0,307449416;445;2;0,307449416
june;-0,325082973;20;13;0,325082973
acquisit;-0,334142791;48;10;0,334142791
asset;-0,348832096;36;3;0,348832096
franc;-0,351420288;89;3;0,351420288
fiscal;-0,355382896;70;12;0,355382896
french;-0,360947778;94;9;0,360947778
stabil;-0,381169193;55;4;0,381169193
bundesbank;-0,389377236;38;3;0,389377236
interven;-0,390835199;68;4;0,390835199
shell;-0,402941358;36;24;0,402941358
area;-0,408461452;155;19;0,408461452
ga;-0,408962374;335;24;0,408962374
cocoa;-0,425544927;304;7;0,425544927
annual;-0,436162325;76;12;0,436162325
sharehold;-0,439669879;25;10;0,439669879
economi;-0,444482547;178;12;0,444482547
rule;-0,469220348;84;7;0,469220348
bueno;-0,470032843;67;19;0,470032843
growth;-0,470889749;539;12;0,470889749
amount;-0,474139313;22;13;0,474139313
commun;-0,481020554;118;5;0,481020554
dai;-0,482577565;64;24;0,482577565
subsidi;-0,493565192;82;9;0,493565192
th;-0,500402424;45;8;0,500402424
unknown;-0,500402424;25;13;0,500402424
feed;-0,514653165;38;9;0,514653165
note;-0,523586337;23;11;0,523586337
india;-0,524137207;101;6;0,524137207
due;-0,52532132;32;19;0,52532132
farm;-0,525742697;283;5;0,525742697
p;-0,529706199;18;11;0,529706199
energi;-0,53164602;143;24;0,53164602
result;-0,534159367;31;2;0,534159367
institut;-0,535959889;88;12;0,535959889
heavi;-0,548874384;42;19;0,548874384
limit;-0,551522861;104;19;0,551522861
provid;-0,562335145;32;11;0,562335145
miner;-0,575039824;42;2;0,575039824
loan;-0,581052485;237;22;0,581052485
line;-0,588168777;40;16;0,588168777
negoti;-0,596074032;60;6;0,596074032
develop;-0,598269589;77;24;0,598269589
canada;-0,598269589;42;13;0,598269589
data;-0,598269589;28;15;0,598269589
gasolin;-0,598269589;14;14;0,598269589
city;-0,598269589;7;8;0,598269589
ny;-0,598269589;7;20;0,598269589
member;-0,602440264;62;7;0,602440264
number;-0,602440264;31;13;0,602440264
oilse;-0,610864302;40;1;0,610864302
paid;-0,61724177;13;16;0,61724177
drill;-0,618888079;113;24;0,618888079
busi;-0,621086375;32;10;0,621086375
korea;-0,622049129;51;3;0,622049129
north;-0,622049129;51;24;0,622049129
unchang;-0,62365485;38;9;0,62365485
air;-0,624643581;41;19;0,624643581
fat;-0,625992428;69;5;0,625992428
tanker;-0,626226285;47;23;0,626226285
japanes;-0,630346572;226;4;0,630346572
fed;-0,630502711;183;15;0,630502711
council;-0,63137278;92;7;0,63137278
enhanc;-0,63137278;46;9;0,63137278
adjust;-0,632456031;58;3;0,632456031
refin;-0,636514168;51;24;0,636514168
earn;-0,636514168;39;10;0,636514168
measur;-0,636514168;24;11;0,636514168
bpd;-0,638304;128;24;0,638304
qtr;-0,639640653;74;8;0,639640653
repres;-0,64291244;70;5;0,64291244
jan;-0,647446639;20;20;0,647446639
septemb;-0,648279167;37;13;0,648279167
reflect;-0,649248355;34;7;0,649248355
reduc;-0,650818076;45;19;0,650818076
decemb;-0,653690586;106;3;0,653690586
cash;-0,654245513;83;22;0,654245513
earli;-0,658109988;38;11;0,658109988
reach;-0,661563238;48;19;0,661563238
maiz;-0,661990282;149;19;0,661990282
yield;-0,663467615;66;19;0,663467615
monetari;-0,663614396;153;12;0,663614396
contain;-0,665503544;47;2;0,665503544
reuter;-0,667431708;31;7;0,667431708
execut;-0,667733317;49;6;0,667733317
move;-0,673011667;45;19;0,673011667
iraq;-0,673011667;40;23;0,673011667
coast;-0,673011667;25;7;0,673011667
farmer;-0,673431767;192;22;0,673431767
bid;-0,674895274;42;10;0,674895274
port;-0,675011319;79;25;0,675011319
feet;-0,675142589;148;24;0,675142589
payment;-0,675464582;128;22;0,675464582
quota;-0,675512207;233;6;0,675512207
still;-0,675901031;27;7;0,675901031
eep;-0,677260402;90;5;0,677260402
firm;-0,677494404;51;6;0,677494404
february;-0,677825635;63;3;0,677825635
chairman;-0,677825635;63;5;0,677825635
accept;-0,678500877;41;16;0,678500877
argentin;-0,682908105;42;19;0,682908105
morn;-0,682908105;28;11;0,682908105
own;-0,683988433;37;10;0,683988433
deposit;-0,6859298;75;3;0,6859298
malaysian;-0,686961577;36;1;0,686961577
ad;-0,686961577;27;13;0,686961577
valu;-0,688138814;40;2;0,688138814
eight;-0,689009238;11;8;0,689009238
ecu;-0,689670928;48;9;0,689670928
administr;-0,689891826;124;5;0,689891826
part;-0,689943758;50;19;0,689943758
yesterdai;-0,690185676;26;25;0,690185676
low;-0,690401182;54;6;0,690401182
pai;-0,691603176;36;21;0,691603176
hold;-0,691853891;59;3;0,691853891
secur;-0,692012965;63;10;0,692012965
currenc;-0,692221114;260;4;0,692221114
work;-0,692302507;73;7;0,692302507
open;-0,692552532;29;15;0,692552532
rice;-0,692993279;57;22;0,692993279
statist;-0,693012802;61;14;0,693012802
capit;-0,693147181;70;3;0,693147181
rd;-0,693147181;10;20;0,693147181
ct;-0,697368662;169;8;0,697368662
brazil;-0,701063466;229;6;0,701063466
m-;-0,736148893;112;3;0,736148893
requir;-0,736545643;87;5;0,736545643
bought;-0,746694433;35;1;0,746694433
inflat;-0,758537793;212;12;0,758537793
uk;-0,768738466;100;11;0,768738466
rais;-0,774821386;65;24;0,774821386
remain;-0,783388954;79;12;0,783388954
econom;-0,792418636;396;12;0,792418636
bill;-0,804207661;269;5;0,804207661
economist;-0,807749987;138;12;0,807749987
good;-0,835632591;90;12;0,835632591
quarter;-0,849199149;362;12;0,849199149
seven;-0,853766355;42;19;0,853766355
budget;-0,862667392;165;12;0,862667392
approv;-0,869055398;110;5;0,869055398
such;-0,871212832;80;5;0,871212832
accord;-0,881482423;128;4;0,881482423
hous;-0,892931334;124;5;0,892931334
american;-0,894485828;119;5;0,894485828
bushel;-0,901226251;130;22;0,901226251
rebat;-0,902482354;83;17;0,902482354
domest;-0,905461401;205;12;0,905461401
brazilian;-0,909429838;84;6;0,909429838
canadian;-0,910581991;43;13;0,910581991
beef;-0,91863046;111;5;0,91863046
borrow;-0,919812479;61;15;0,919812479
daili;-0,922703332;50;19;0,922703332
feder;-0,926146809;136;15;0,926146809
propos;-0,928780656;268;5;0,928780656
level;-0,930111265;120;4;0,930111265
dealer;-0,930898859;200;4;0,930898859
food;-0,938513553;59;1;0,938513553
veget;-0,943487822;133;1;0,943487822
sector;-0,943903375;101;12;0,943903375
aid;-0,945824275;94;5;0,945824275
ministri;-0,950587638;89;4;0,950587638
taiwan;-0,956619066;137;19;0,956619066
share;-0,961096197;181;10;0,961096197
european;-0,974731556;170;5;0,974731556
january;-0,984086503;208;3;0,984086503
made;-0,991584603;70;9;0,991584603
presid;-1,007672669;82;6;1,007672669
through;-1,011040211;82;5;1,011040211
chicago;-1,014586709;85;13;1,014586709
agre;-1,018960201;112;4;1,018960201
dollar;-1,021777411;763;4;1,021777411
cargo;-1,022600546;73;17;1,022600546
ec;-1,025831402;471;5;1,025831402
ask;-1,027562664;101;4;1,027562664
manag;-1,033308356;65;7;1,033308356
deleg;-1,035911816;258;7;1,035911816
treasuri;-1,037566549;143;4;1,037566549
st;-1,042294346;37;2;1,042294346
account;-1,043032298;243;3;1,043032298
fund;-1,044502205;90;15;1,044502205
sold;-1,047434028;56;9;1,047434028
financ;-1,047758004;115;4;1,047758004
deliveri;-1,059650348;97;13;1,059650348
invest;-1,0625268;122;12;1,0625268
--;-1,066802105;709;2;1,066802105
consum;-1,075062449;231;7;1,075062449
recent;-1,075478742;126;4;1,075478742
ltd;-1,077679439;116;2;1,077679439
discount;-1,080527627;40;15;1,080527627
out;-1,083186822;42;7;1,083186822
futur;-1,085283271;91;24;1,085283271
commiss;-1,085730842;156;5;1,085730842
mark;-1,090513974;217;3;1,090513974
need;-1,092368051;55;17;1,092368051
ago;-1,095638261;88;13;1,095638261
dure;-1,096315659;110;6;1,096315659
crude;-1,097309301;165;24;1,097309301
fourth;-1,105706394;124;12;1,105706394
board;-1,109830739;118;6;1,109830739
central;-1,118923435;222;4;1,118923435
vs;-1,123563093;345;8;1,123563093
net;-1,124825316;237;8;1,124825316
forecast;-1,13038676;412;12;1,13038676
west;-1,138298685;227;12;1,138298685
gain;-1,156748418;111;12;1,156748418
ship;-1,157866855;177;18;1,157866855
talk;-1,172372221;136;6;1,172372221
author;-1,17335796;93;4;1,17335796
corn;-1,175575604;532;13;1,175575604
program;-1,176266373;308;22;1,176266373
term;-1,17697165;118;12;1,17697165
union;-1,192312915;193;25;1,192312915
intervent;-1,194162119;131;17;1,194162119
spokesman;-1,201169287;83;25;1,201169287
tax;-1,20589748;411;5;1,20589748
tender;-1,206285983;120;17;1,206285983
close;-1,209217787;108;4;1,209217787
system;-1,223947324;66;11;1,223947324
polici;-1,23752642;241;12;1,23752642
make;-1,251748094;143;5;1,251748094
co;-1,262753545;145;24;1,262753545
chang;-1,267421613;152;22;1,267421613
deficit;-1,268275836;485;3;1,268275836
below;-1,272277252;49;17;1,272277252
revis;-1,274334773;155;3;1,274334773
higher;-1,278664622;54;14;1,278664622
debt;-1,279467699;177;4;1,279467699
plant;-1,279590655;229;19;1,279590655
target;-1,279671329;152;12;1,279671329
prices;-1,295075158;82;6;1,295075158
usda;-1,298952251;381;22;1,298952251
fell;-1,300484906;232;3;1,300484906
further;-1,305269405;253;12;1,305269405
corp;-1,307839413;215;10;1,307839413
same;-1,314806109;83;3;1,314806109
contract;-1,316951711;134;19;1,316951711
gener;-1,321708858;111;5;1,321708858
feb;-1,323220305;63;1;1,323220305
record;-1,330973069;178;19;1,330973069
support;-1,334121403;131;4;1,334121403
demand;-1,335980328;187;12;1,335980328
issu;-1,347568961;119;5;1,347568961
york;-1,355855901;112;15;1,355855901
group;-1,358641887;163;10;1,358641887
shipment;-1,360797059;165;1;1,360797059
major;-1,383176655;213;4;1,383176655
trader;-1,38591105;174;17;1,38591105
period;-1,396630066;95;15;1,396630066
gulf;-1,428996953;197;23;1,428996953
declin;-1,43092409;203;12;1,43092409
monei;-1,440255382;314;11;1,440255382
soviet;-1,440829407;269;9;1,440829407
sell;-1,451525739;141;10;1,451525739
continu;-1,451927059;188;12;1,451927059
figur;-1,465198548;178;3;1,465198548
drop;-1,467190806;168;12;1,467190806
south;-1,472529687;168;18;1,472529687
inc;-1,474818418;216;10;1,474818418
japan;-1,475345668;584;4;1,475345668
interest;-1,475396385;287;12;1,475396385
now;-1,477232317;196;12;1,477232317
oil;-1,48593823;1239;24;1,48593823
five;-1,496586824;181;12;1,496586824
tonnes;-1,506778489;357;19;1,506778489
januari;-1,507372081;340;3;1,507372081
februari;-1,514619652;573;3;1,514619652
cut;-1,517807915;369;12;1,517807915
pct;-1,52300782;422;12;1,52300782
analyst;-1,526433647;200;22;1,526433647
soybean;-1,535684571;662;22;1,535684571
minist;-1,537410681;232;5;1,537410681
set;-1,543022222;149;4;1,543022222
reserv;-1,549712896;532;3;1,549712896
previou;-1,556193492;133;3;1,556193492
crop;-1,56013884;357;19;1,56013884
time;-1,572701874;132;9;1,572701874
meet;-1,574381693;315;6;1,574381693
wheat;-1,577561825;799;9;1,577561825
compani;-1,577855149;400;24;1,577855149
intern;-1,590652282;320;4;1,590652282
output;-1,591990968;161;17;1,591990968
rose;-1,608239496;511;3;1,608239496
show;-1,624580843;218;3;1,624580843
plan;-1,637590367;239;5;1,637590367
season;-1,644876275;257;13;1,644876275
billion;-1,646431385;2085;3;1,646431385
exchang;-1,64762609;396;4;1,64762609
earlier;-1,670135168;165;3;1,670135168
grain;-1,672349401;533;19;1,672349401
london;-1,672580374;284;17;1,672580374
stock;-1,697388162;451;7;1,697388162
china;-1,699302026;192;19;1,699302026
state;-1,725958154;231;5;1,725958154
bank;-1,739570816;1273;4;1,739570816
rate;-1,752708459;994;12;1,752708459
foreign;-1,759922584;555;3;1,759922584
averag;-1,762096123;248;12;1,762096123
cost;-1,766282165;183;24;1,766282165
told;-1,766322344;291;4;1,766322344
purchas;-1,792099381;198;13;1,792099381
compar;-1,797737574;308;12;1,797737574
agricultur;-1,801440437;517;5;1,801440437
washington;-1,809392331;339;5;1,809392331
nation;-1,815202568;410;4;1,815202568
commod;-1,816080988;223;7;1,816080988
depart;-1,822218274;355;16;1,822218274
todai;-1,828073225;168;4;1,828073225
oper;-1,840717339;236;8;1,840717339
around;-1,852528313;210;4;1,852528313
agreement;-1,861107319;379;4;1,861107319
sale;-1,881540882;408;13;1,881540882
between;-1,895798639;278;19;1,895798639
lower;-1,899214168;265;12;1,899214168
suppli;-1,925408936;183;3;1,925408936
offer;-1,940806099;411;9;1,940806099
includ;-1,947418528;197;6;1,947418528
bui;-1,972459238;296;4;1,972459238
unit;-1,980715803;296;4;1,980715803
fall;-1,981443702;453;12;1,981443702
dlrs;-1,985252824;399;3;1,985252824
industri;-1,995743482;387;4;1,995743482
world;-2,002069915;337;1;2,002069915
tonn;-2,030591249;1390;1;2,030591249
three;-2,034336135;232;12;2,034336135
produc;-2,047038399;615;6;2,047038399
countri;-2,062787606;413;6;2,062787606
first;-2,066082519;298;12;2,066082519
current;-2,070361582;495;12;2,070361582
under;-2,085353104;272;5;2,085353104
estim;-2,128476081;365;19;2,128476081
rise;-2,156007991;767;12;2,156007991
against;-2,169947788;565;4;2,169947788
sourc;-2,170161672;374;6;2,170161672
total;-2,175756543;530;3;2,175756543
import;-2,258316035;782;5;2,258316035
per;-2,276519132;477;2;2,276519132
down;-2,290494215;359;19;2,290494215
end;-2,335469931;350;6;2,335469931
export;-2,368851633;1358;6;2,368851633
product;-2,390939647;849;12;2,390939647
trade;-2,437772212;1681;5;2,437772212
increas;-2,458549899;642;12;2,458549899
month;-2,466848181;545;3;2,466848181
week;-2,492096385;732;13;2,492096385
expect;-2,49492393;711;12;2,49492393
govern;-2,511692559;748;12;2,511692559
over;-2,521605702;484;4;2,521605702
report;-2,521908663;698;12;2,521908663
more;-2,539604799;744;12;2,539604799
offici;-2,568208098;767;4;2,568208098
price;-2,604102402;1441;14;2,604102402
dlr;-2,632050036;1752;3;2,632050036
market;-2,634821356;1344;4;2,634821356
on;-2,644168478;605;4;2,644168478
april;-2,653937947;540;4;2,653937947
two;-2,7093693;660;12;2,7093693
last;-2,728335329;1301;12;2,728335329
up;-2,734794353;721;4;2,734794353
us;-2,762448551;2659;5;2,762448551
year;-2,77187419;2373;12;2,77187419
mln;-2,827038887;3288;3;2,827038887
new;-2,840677389;1051;4;2,840677389
said;-2,912297956;3677;12;2,912297956
;-3,033092583;96423;12;3,033092583
march;-3,088239555;2235;3;3,088239555
-;-3,104966961;2825;4;3,104966961
