isao;0,0;1;21
cornfeedm;0,0;1;18
hmdy;0,0;1;9
reliev;1,0397207708399179;4;23
zone;1,6428371729819835;46;11
sampl;0,9502705392332347;5;11
suspend;2,154616443508638;41;4
basin;1,1671601704107626;25;17
basis;2,823821456984634;41;15
muda;0,0;3;4
obsolet;0,0;1;22
cheng;0,0;5;19
springearli;0,0;1;10
cabl;1,242453324894;6;23
consumption;2,663861005484217;32;10
drop;2,9670610812992315;314;17
echo;1,5306052420589422;19;11
strengthening;0,0;1;23
basic;2,851661933610153;62;4
estimated;1,3862943611198906;4;5
peoria;1,7677614722893296;11;18
civilian;1,3862943611198906;4;20
derived;0,0;1;14
jan;2,2333164368335807;34;9
brasilia;1,3296613488547582;6;7
fathers;0,0;1;15
jam;0,0;1;4
overtim;0,0;1;14
cabv;1,0986122886681096;3;9
wording;1,0986122886681096;3;18
categoris;0,0;1;4
unrest;0,6829081047004717;7;20
align;1,0397207708399179;4;8
doubli;0,0;1;3
resist;2,515300542621872;46;14
adviser;0,0;1;4
chittagong;0,0;5;20
vaal;0,0;3;11
much;3,026089177118613;198;7
mislead;0,6365141682948128;3;20
seminar;0,0;1;7
entitl;1,5607104090414063;6;7
entiti;1,0986122886681096;3;1
reliabl;0,6931471805599453;2;5
column;0,6931471805599453;2;20
areas;2,4565814719390113;33;12
fewer;1,6094379124341005;5;16
orders;0,9502705392332347;5;10
avila;0,0;1;14
spar;0,0;1;13
cominco;0,0;1;9
kremlin;0,0;1;23
ardmore;0,0;1;17
span;0,6931471805599453;2;1
update;0,0;1;20
julyseptemb;0,0;2;10
indicator;0,0;1;10
carlucci;0,0;1;7
glickman;1,8676099607248817;57;18
deduct;0,6931471805599453;2;19
adminstr;0,0;1;20
planted;1,5498260458782016;7;18
watchmak;0,0;1;1
completely;0,0;1;4
twin;1,329661348854758;6;17
jurisdict;2,1972245773362196;9;17
possible;2,484449643036222;26;3
yukio;0,0;1;23
fuer;0,0;1;2
declar;2,2234131077999275;23;9
especially;0,6931471805599453;2;17
adedeji;0,0;3;4
dominguez;0,0;1;18
immens;0,0;2;23
undiscov;0,0;1;7
fuel;2,2673537148438587;58;7
planter;0,0;1;22
huckabi;1,0397207708399179;4;22
dollaryen;1,0397207708399179;8;8
alike;0,0;1;5
reached;0,0;1;19
sympathet;0,0;2;20
implic;1,7478680974667573;7;22
conductor;0,6931471805599453;2;23
estimates;2,385178352352007;30;18
chemi;0,0;1;7
canefield;0,0;1;22
huckaby;0,8675632284814612;6;22
commodities;1,6957425341696348;10;22
confus;1,7478680974667573;7;5
confront;1,5498260458782016;7;20
suspens;1,5607104090414063;6;4
termin;2,152797076774237;53;20
flush;0,0;1;16
wooden;0,0;1;12
which;2,4503962829577555;21;22
dupont;1,0986122886681096;6;17
dominiqu;0,0;1;13
herrhausen;1,0986122886681096;18;8
beigie;0,0;1;10
vaca;0,0;1;17
royal;1,8280354621608144;23;7
morrison;1,0986122886681096;3;18
beatty;0,0;2;14
exhaust;0,6931471805599453;2;10
fairchild;0,6365141682948128;3;23
brown;2,094729047527649;12;1
adding;1,0986122886681096;3;1
issuers;0,0;1;13
subsidi;2,2424939224402127;137;25
beefveal;0,0;1;14
authoris;0,803742107316203;17;22
rigour;0,6931471805599453;2;6
authorit;0,0;1;7
overse;1,3862943611198906;4;19
rock;1,7478680974667573;7;11
papua;0,6931471805599453;6;4
subside;1,0986122886681096;3;20
ecus;1,2013730406652308;35;22
unattract;0,6931471805599453;2;25
possibilti;0,0;1;15
overst;0,6931471805599453;2;12
ortner;0,6108643020548935;10;15
resumpt;1,4941751382893085;8;4
border;2,274240930731769;18;20
capability;0,0;1;2
upturn;1,9722469794234416;11;10
sterling;1,9515924269991507;23;13
consequences;0,6931471805599453;2;4
spanish;2,2737963056294093;28;5
preproduct;0,6931471805599453;2;1
photocopiers;0,6931471805599453;2;2
job;2,3917542153110887;35;15
anza;0,6931471805599453;2;2
resign;0,6365141682948128;3;23
dominion;1,3862943611198906;4;9
hamburger;0,0;1;14
publicli;1,3862943611198906;4;1
explicitli;1,0986122886681096;3;7
subsidy;1,0397207708399179;4;25
jnj;0,0;1;22
verification;0,0;2;4
regain;1,3862943611198906;4;17
westlb;0,5004024235381879;10;9
western;2,7069853452846915;74;1
publicly;0,0;1;13
uniforms;0,0;1;1
maturity;0,6931471805599453;2;19
embark;2,0794415416798357;8;17
roar;0,0;1;11
previs;0,0;1;10
assistance;1,310783678099714;9;13
joy;0,0;1;8
counties;1,0986122886681096;3;17
residu;1,6769877743224175;9;17
thought;2,7480781765007656;39;8
discriminatori;1,0986122886681096;3;21
road;1,9512595041439564;13;4
space;1,5607104090414063;6;20
outturn;1,4184836619456562;10;10
memb;0,7062573359732531;35;3
joe;1,2048762065511598;15;11
yukuo;0,0;1;8
jon;0,6365141682948128;3;4
analysi;1,7917594692280547;6;17
publicity;0,0;1;11
construction;1,0397207708399179;4;10
trading;1,9215325359429394;22;13
stephan;0,0;1;9
woodlands;0,0;1;17
respecitvely;0,0;1;9
matloff;0,0;1;7
zoet;0,0;1;20
marketing;1,3862943611198906;4;17
taipei;2,369064632881391;32;19
officials;2,431991294483285;28;23
gansu;0,6931471805599453;2;25
sucres;0,0;1;6
techniqu;0,6931471805599453;2;22
beets;0,0;1;22
weath;0,0;1;20
worried;0,0;1;8
solchaga;0,0;1;10
exampl;1,7480673485460896;10;19
jpn;0,0;1;1
alien;1,0042424730540764;7;22
telephone;0,6365141682948128;3;8
soyb;1,6094379124341005;5;18
manufacturing;1,3321790402101223;5;10
soya;1,7478680974667573;7;24
resevoir;0,0;1;17
single;0,9502705392332347;5;10
diluted;0,0;1;1
monday;2,4344634898062116;28;13
palestinian;0,0;1;7
nikolai;0,0;1;23
reorgan;1,9415413680202749;26;18
caspar;0,0;3;20
progresses;0,0;1;16
reynold;0,6931471805599453;2;6
stearn;0,0;2;11
calorie;0,0;1;14
spain;2,6424419316511853;73;16
eight;3,041160391766951;162;4
jim;0,9002560512685369;8;17
kidokoro;0,6931471805599453;4;8
thorni;0,0;1;23
mesa;0,6931471805599453;2;17
mondai;2,450396282957755;21;3
dessic;0,0;1;18
britannia;0,0;8;11
quaysid;0,0;1;20
repurchas;1,2287326636763278;62;13
mull;0,6931471805599453;2;25
jilin;0,0;1;18
viral;0,0;1;14
seamen;0,9007007444656443;42;20
analyst;2,996727610735895;367;21
sovietchines;0,0;1;22
mbeya;0,0;1;5
plaines;0,0;1;9
contract;2,926411925929388;239;7
poloron;0,0;1;9
meru;0,0;1;4
richest;0,0;1;11
jacob;1,0789922078775833;7;1
wednesdays;0,0;1;11
denials;0,0;1;8
policymak;1,0397207708399179;4;15
exciting;0,0;1;13
economist;2,4008220746542692;229;10
harvesting;0,6931471805599453;2;18
oamcaf;0,0;2;4
reluctantli;1,0986122886681096;3;23
hubei;1,0986122886681096;3;18
mere;2,1458417525947544;11;4
merg;0,6829081047004717;7;1
criticis;1,8043716191528454;13;24
montreal;1,3143738430069454;12;20
benefici;1,7677614722893296;11;1
security;1,0114042647073518;6;7
uneconomic;0,0;1;17
moroni;1,0986122886681096;3;2
chirac;1,073383620336505;17;6
pointgold;0,0;1;11
while;0,6931471805599453;2;16
elsewher;2,098147389135067;13;2
declin;3,03303583125608;341;10
sown;1,5491645369300058;38;18
publicis;0,6931471805599453;2;8
puree;0,0;1;23
basss;0,0;1;1
drum;0,0;1;24
valu;3,0851321855401745;227;8
stephen;1,5229550675313184;9;7
drug;1,1165107682127633;19;14
aviat;0,0;5;1
avian;0,0;4;14
brook;0,0;1;1
regrettable;0,6931471805599453;2;17
indian;2,1350542509864425;58;4
instrument;1,6094379124341005;5;3
puchas;0,0;1;23
dinka;0,0;1;4
commodity;0,6365141682948128;3;24
fought;0,0;1;20
advisor;0,0;1;1
barretto;0,0;1;3
iaco;0,0;2;4
yaounde;0,0;1;3
advance;1,5607104090414063;6;8
sugar;0,8178845610340058;550;22
appeas;1,0986122886681096;3;3
replenish;0,6365141682948128;3;17
discussion;1,0986122886681096;3;22
appear;2,9789226316051214;92;23
wield;0,0;1;15
wilcox;0,6931471805599453;2;17
unroast;0,0;1;4
elliott;0,0;1;20
conducted;0,6931471805599453;2;17
arent;1,0397207708399179;4;20
cave;0,0;1;5
practices;0,3250829733914482;10;23
although;2,999061307491033;108;10
valuation;0,0;1;19
misima;0,0;3;11
fluid;0,6931471805599453;2;3
arena;0,0;1;1
suleiman;0,0;1;7
drink;0,6365141682948128;3;5
appeal;1,9080368345090655;18;17
difficultiesand;0,0;1;7
throat;0,0;1;20
enquiries;0,0;1;13
irna;0,0;1;20
charter;1,4834151486345357;26;16
sour;0,0;4;7
iso;0,0;12;22
republican;1,8195113489698564;16;25
uchida;0,0;2;23
advantag;2,339371734389815;16;1
nkkt;0,0;1;23
suggest;2,8363571102469063;92;16
soup;0,0;1;15
lebanon;0,6365141682948128;3;15
indicated;0,0;1;14
confidante;0,0;1;15
nebehay;0,0;1;23
warren;0,0;1;10
prev;0,6931471805599453;16;21
cawl;0,0;1;23
loaded;0,6931471805599453;2;18
machineri;2,1418475069391354;19;20
instability;0,0;1;8
itc;1,358007318173581;14;3
itd;0,0;1;9
favor;2,4771752945808774;33;17
estiamt;0,6931471805599453;2;18
prei;0,0;1;1
advocate;0,0;1;7
annnounc;0,0;1;20
cheap;1,9559838465843622;18;7
posit;2,944167726974021;115;4
abolish;2,3034884952192693;15;5
pref;0,0;1;9
andor;1,5047882836811908;10;5
artifici;1,6957425341696346;10;24
press;2,8950969086329934;61;4
machinery;2,0431918705451206;9;4
sort;1,5607104090414063;6;8
soro;0,0;2;1
minimum;2,6272443277817388;42;12
mision;1,0986122886681096;3;18
expensive;0,0;1;15
goldfield;0,0;5;11
geograph;1,0986122886681096;3;17
pickens;1,0549201679861442;5;17
hasnt;0,6931471805599453;2;4
sorg;1,6094379124341005;5;18
steyr;0,0;1;9
overli;0,0;1;8
iron;2,152491312574311;24;20
mett;0,0;1;3
sore;0,0;1;15
iwc;0,6931471805599453;32;25
contrari;1,0986122886681096;3;16
sabotag;0,0;1;4
bancroft;0,0;2;12
reuter;2,9012214992906835;147;4
metr;0,45056120886630463;6;17
dbkg;1,0986122886681096;3;8
dismissed;0,0;1;1
ounces;0,2337916587064593;16;11
pinch;0,0;1;3
dissip;0,0;1;6
metabolism;0,0;1;22
contrary;0,6931471805599453;2;7
rates;2,553715744179432;120;13
stalon;0,0;1;17
dissid;0,0;3;4
oppon;0,0;1;25
medium;2,136451693250441;27;10
preval;0,0;1;4
repurchases;0,9556998911125343;7;16
michigan;1,0027182645175161;9;20
oppos;2,4320327822291676;85;24
handelsraad;0,0;1;18
youcef;0,0;1;17
rated;0,0;1;11
droughts;0,0;1;5
smoulder;0,0;1;23
paringa;0,0;1;17
salvaged;0,0;2;20
pric;0,7356219397587946;8;23
must;0,0;1;3
appropriations;0,6931471805599453;2;2
carl;0,6931471805599453;2;1
friends;0,0;1;23
whinnei;0,0;1;4
unwilling;0,6730116670092565;5;23
cars;2,0431918705451206;9;12
care;2,0431918705451206;9;2
card;0,2868359830561607;12;13
calif;1,7310255598676205;19;1
rescued;0,0;3;20
amidst;0,0;1;7
disagr;0,0;1;20
marshal;0,0;1;13
examin;1,9770061729088613;16;3
mute;1,0986122886681096;3;3
agreed;1,0986122886681096;3;17
chemic;2,1905786397494014;31;1
railwai;1,5247073930301438;13;4
spare;1,242453324894;6;17
carv;0,0;2;4
chemie;0,0;1;7
spark;2,5115946800294897;25;18
dbms;0,0;1;1
payabl;1,0888999753452238;10;9
rumor;1,9415911543268753;33;1
prim;0,0;1;10
shellpost;0,0;1;17
cast;1,676987774322417;9;8
ipe;1,0986122886681096;3;3
cash;2,8621759630902552;198;5
unlikely;1,0397207708399179;4;4
coincid;0,6931471805599453;2;16
speculators;1,6094379124341005;5;19
asbesto;1,6094379124341005;5;4
case;2,7262122806799876;83;4
uncompetit;1,0986122886681096;3;2
vari;2,338371704803573;15;18
song;0,0;1;20
subproduct;1,242453324894;6;21
irv;0,6365141682948128;3;10
gralewicz;0,5623351446188083;4;20
cheapest;0,6365141682948128;3;3
lakes;0,6365141682948128;3;20
lobbyst;0,6931471805599453;4;25
jorio;0,44375728426014843;17;4
regions;0,6931471805599453;2;22
worsen;2,426984030718372;23;23
singapore;2,1152090707897355;17;20
iri;0,6931471805599453;2;5
tustin;0,0;1;9
breach;1,945910149055313;7;3
disclosur;0,0;3;20
intiti;0,6931471805599453;2;23
vast;1,0986122886681096;3;19
isa;0,0;2;22
drill;1,4473678823956344;129;17
ouvrier;0,6931471805599453;2;6
roustabout;0,6931471805599453;2;17
beneath;1,0397207708399179;4;11
agreem;0,0;1;8
retrain;0,0;1;10
zeebrugg;0,0;2;20
strength;2,4583843972131074;46;10
commentari;0,6931471805599453;2;25
walnut;0,0;1;1
unpunish;0,0;1;7
soon;2,943126931676924;86;15
gloomi;0,6365141682948128;3;10
deregul;1,277034259466139;7;7
outfits;0,0;1;1
caus;2,9861516113403757;160;10
girardin;0,0;3;10
pipeline;0,6615632381579821;8;17
foreigners;0,0;2;7
irc;0,0;1;11
replac;2,3797612053893165;25;17
feasibl;0,7757144728494315;22;11
investig;1,3862943611198906;8;23
watermelon;0,0;1;22
executives;0,6931471805599453;2;17
magangu;0,0;1;7
gloomy;0,0;1;10
giant;1,6674619334292946;8;11
canc;0,0;1;24
cane;0,47448220526930973;42;22
jess;0,0;1;12
camden;0,0;1;17
overcom;0,0;1;13
zero;2,6878658111013007;41;10
cano;0,0;1;7
ridge;0,0;1;5
draw;2,121755350967743;42;19
camp;0,0;1;11
aizawa;0,0;1;23
drive;2,491493721879438;21;8
working;2,1458417525947544;11;23
sole;1,6094379124341005;5;18
pravda;0,0;2;12
sold;2,7538996953557993;142;22
blinch;0,0;1;10
autos;0,0;1;10
lipton;0,0;1;9
rotterdam;1,710376574085966;39;20
undoubtedli;0,6365141682948128;3;4
lpfa;0,0;1;14
cenepa;0,0;2;11
matters;1,7328679513998633;8;4
toyko;0,0;1;8
solv;2,231606951608935;17;23
frivol;0,0;2;17
cant;1,8848713335781604;13;15
nymex;0,0;3;7
sioux;0,0;2;14
slowest;0,6931471805599453;2;17
somc;0,6931471805599453;10;16
some;1,0986122886681096;3;16
placement;0,9949236325717751;11;1
kerin;0,6931471805599453;8;25
stream;1,8310204811135162;9;7
christi;0,0;4;7
backward;0,0;1;19
interbank;1,3316643102930148;14;13
assembly;0,0;1;7
losers;0,0;1;3
catarina;0,6931471805599453;2;18
dlrstonne;0,0;1;17
soir;0,0;1;10
mandat;1,3862943611198906;4;18
resolut;2,1831872696020134;18;24
revers;2,700703487997783;28;2
revert;0,6931471805599453;2;17
annually;0,0;1;23
hemminghaus;0,0;1;17
prod;0,0;1;6
prov;0,0;2;16
bottomless;0,0;1;4
drag;0,6931471805599453;2;22
prop;1,5607104090414063;6;10
injuri;1,6434177197931796;10;5
dram;0,0;1;23
umuarama;0,0;3;4
areia;0,0;1;20
boards;0,0;1;20
remind;1,0986122886681096;3;23
verbal;1,7917594692280547;6;21
decaffein;0,0;1;4
magazines;0,0;2;1
malcolm;0,5623351446188083;4;23
brother;1,9459101490553135;14;7
rockwell;0,0;1;1
restrictions;1,6094379124341005;5;19
puertollano;0,0;1;7
patent;0,6931471805599453;2;23
concerns;0,6931471805599453;2;2
batam;0,6931471805599453;2;20
sources;2,273965716419247;16;22
contrast;2,033662343665036;17;10
tractebel;0,0;3;1
westbank;0,0;2;11
johsen;0,0;1;10
burlington;0,6931471805599453;2;17
unresolved;0,0;1;23
contractionari;0,0;3;16
fund;2,7077854043246807;220;16
surf;0,0;1;9
surg;2,5332601533588903;35;10
drew;1,5571130980576455;10;13
sure;1,8784778103400892;19;2
cake;1,7351264569629226;9;18
keersmaek;0,0;2;18
outsiz;0,0;1;7
vanuatu;0,0;1;24
remitt;0,7963116401738131;7;19
dissolut;0,0;2;12
wants;1,7917594692280547;6;4
hearing;1,6350915928128098;15;18
annualis;1,6094379124341003;10;16
outsid;2,5682158240648594;40;7
confidentiality;0,0;1;8
interlak;0,0;1;1
determin;2,8730805574746805;71;7
pursu;2,20478541691352;13;7
execut;2,545662626782041;107;4
manpower;1,3862943611198906;4;3
golden;0,7595473914748635;11;11
soil;0,9502705392332347;5;18
calm;1,4750763110546947;7;8
bogota;0,6559757323365467;14;4
call;3,0033196069373647;211;23
demands;1,9061547465398496;8;10
newfoundland;0,6931471805599453;2;1
breaks;0,0;1;20
oilcak;0,6931471805599453;4;18
cherrin;1,0397207708399179;4;16
paper;2,6817008977932133;53;15
calf;0,0;1;14
virus;0,0;2;14
temporary;1,0986122886681096;3;22
ruling;0,6365141682948128;3;20
currently;1,7478680974667573;7;3
another;0,6931471805599453;2;9
revenu;2,5951827084510577;87;7
raymond;1,7328679513998633;8;7
full;2,8746555277164845;116;23
unlik;2,8208333940523618;67;4
glass;0,0;1;6
finding;0,6931471805599453;2;17
temporari;2,512939025508894;55;13
resumed;0,0;1;4
carlisl;0,0;1;1
certificates;1,4949657331032828;20;5
somphol;0,0;1;4
lazaro;0,0;1;7
wheatsugar;1,0986122886681096;3;22
outstand;2,2693499095556646;39;16
check;1,9867316488081914;15;11
wiest;0,0;2;17
century;1,3321790402101223;5;7
came;2,87862010946854;54;3
petrochemical;0,0;1;7
malvern;0,0;2;9
addition;3,0056130124348672;39;15
stablised;0,0;1;2
stalks;0,0;1;14
enacted;0,6931471805599453;2;23
soft;1,5805177292516857;45;25
olein;0,336495757583516;19;24
calv;0,0;1;14
weights;0,0;1;8
purus;0,0;1;9
seoul;1,8032982878044421;20;2
target;2,886897595093583;259;10
centuri;1,6094379124341005;5;20
pillar;0,6931471805599453;2;10
benefits;1,242453324894;6;5
reconstruction;0,0;1;7
developo;0,0;1;17
developp;0,0;1;10
minerals;0,6931471805599453;2;17
average;1,8809997328754666;33;18
fume;0,0;1;11
mdbl;0,0;1;13
fertilis;1,0789922078775833;7;24
abattoir;0,0;1;14
kim;0,0;4;2
covering;0,0;1;8
waiv;0,6931471805599453;2;20
lessen;1,7670091910745693;15;7
visit;2,1466019114887374;36;23
wait;2,5801484328627557;49;20
lesser;1,6094379124341005;5;16
spinnoff;0,0;1;1
seamless;0,0;4;23
cbkg;1,0986122886681096;3;10
flatli;1,3321790402101223;5;15
deflation;1,0986122886681096;3;2
peruvian;0,6365141682948128;3;10
andr;1,3321790402101223;5;10
began;2,798863151367691;62;20
gooseberri;0,0;1;11
ransburg;0,0;1;9
stance;1,0986122886681096;3;3
black;2,0412286617833555;30;11
limits;1,351783994289646;7;3
repayments;0,6365141682948128;3;19
ores;0,0;2;11
sukkerfabrikk;0,0;1;22
soba;0,0;1;15
perfor;0,0;1;7
continental;0,6931471805599453;2;20
duesseldorf;1,7917594692280547;6;6
lobbies;0,0;2;24
vulnerable;0,6365141682948128;3;25
discoveri;1,3149514206496604;36;17
jeopardi;0,0;1;23
further;2,877853153163919;386;8
soak;0,0;1;22
separately;1,6094379124341005;5;1
impress;1,9061547465398496;8;8
discovery;0,0;1;17
soar;2,54494642600554;35;4
breakdwon;0,0;1;24
diversifi;1,8848713335781604;13;22
tunnel;0,0;3;11
middai;1,5607104090414063;6;8
leightyauthor;0,0;1;12
lichtenstein;1,0986122886681096;6;5
boca;1,6094379124341005;5;18
disappointing;1,0986122886681096;3;16
nikiforuk;0,0;1;17
goldkist;0,0;1;12
lawsuit;0,5623351446188083;8;17
hungari;1,1023452738842328;26;19
wage;2,01626870405862;55;10
midday;1,3321790402101223;5;2
nicosia;0,0;1;7
franca;0,0;3;4
restructuring;1,15374194270109;7;1
entries;0,0;1;12
plains;0,5623351446188083;4;14
france;2,398600282591126;44;8
ferc;0,0;4;17
byelorussia;0,0;1;12
unneccessarili;0,0;1;18
customs;1,0986122886681096;3;2
algiers;0,6931471805599453;2;4
salina;0,0;5;7
skirt;0,0;1;19
hungary;0,0;1;22
khj;0,0;1;1
sunk;1,0397207708399179;4;20
disposit;0,6931471805599453;2;1
thou;1,5472867333409475;15;18
erst;0,0;1;13
franco;0,5004024235381879;5;11
francs;2,1348212846340804;43;10
boat;1,8848713335781606;13;18
slumps;0,0;1;22
canal;0,5402041423888608;13;20
yards;0,0;2;20
senegal;1,0397207708399179;4;24
represent;0,6931471805599453;2;1
dudlei;0,0;1;1
dissatisfaction;0,0;1;11
guillaum;1,2335827656236988;22;22
embassi;2,0448592168678528;36;4
stands;0,6931471805599453;2;22
encount;1,4941751382893083;8;11
background;1,6094379124341005;5;16
nothing;0,0;1;16
construct;2,106934204606744;39;11
bounc;0,0;1;10
comments;1,0986122886681096;6;25
bound;1,90853528164356;14;7
body;1,5607104090414063;6;25
ourselv;1,0397207708399179;4;8
haggard;0,6931471805599453;30;18
pakistani;0,0;4;25
overal;2,9567195240310022;95;10
enough;2,8176222601260634;84;8
eskimo;0,6931471805599453;2;17
kei;2,91307233242388;76;3
cleveland;1,2424533248940002;6;9
gympie;0,0;1;11
fecom;0,6365141682948128;3;19
thre;0,0;3;11
rocket;0,0;1;10
kep;0,0;1;17
bangalor;0,0;1;4
walt;0,0;1;1
eager;0,6931471805599453;2;23
heilongjiang;0,0;2;11
bode;1,5607104090414063;6;10
fleet;0,9556998911125343;7;20
departmet;0,0;1;7
bodi;2,425479704683253;21;10
angu;0,0;3;9
better;3,0102665583031003;89;25
wale;1,5607104090414063;6;25
against;2,999667903144322;659;2
cove;0,0;4;11
volkmer;0,0;1;25
angl;1,3689223607402194;9;11
disclosed;0,7356219397587946;8;1
meetings;1,3862943611198906;8;8
walk;0,0;3;20
wall;1,3321790402101223;5;15
grisanti;0,0;8;7
shareholders;0,7356219397587946;8;1
furthermor;0,0;1;22
saying;2,0692024658203625;14;20
lumpur;1,8037193777688747;16;24
ultim;1,5810937501718239;9;23
thatch;0,0;1;22
lubbock;1,6094379124341005;5;18
mantha;0,0;1;1
organization;1,6901635191993076;37;4
liberalis;1,7214023220140038;16;19
societi;0,6931471805599453;2;17
wake;1,3321790402101223;5;2
fledg;1,0986122886681096;3;1
voting;0,0;1;1
kroger;0,0;4;1
barclai;0,6365141682948128;3;13
telecommun;1,3862943611198906;8;23
erod;1,15374194270109;7;5
thatcher;1,0735428464085233;8;23
society;0,6931471805599453;2;2
edit;0,6931471805599453;2;25
audit;0,6365141682948128;3;9
ludicr;0,0;2;23
languish;0,0;1;11
moham;0,0;3;3
eros;1,945910149055313;7;16
amendments;1,7917594692280547;6;18
anew;0,0;2;17
landel;0,0;1;4
suit;1,8364223867541591;16;1
anem;0,0;1;16
savers;0,0;1;13
rosendal;0,0;1;14
hemlo;0,6365141682948128;3;1
petroelum;0,0;1;7
dharyono;0,0;7;4
landslid;0,0;1;7
they;0,0;1;22
ning;0,0;1;20
fell;2,8177504263805977;354;16
premi;0,0;1;5
malhotra;0,0;2;16
nine;2,924522523494885;96;9
ther;0,0;1;3
chesebrough;0,6829081047004717;7;9
unnam;1,0986122886681096;3;1
ohare;0,0;1;14
takahashi;0,5623351446188083;4;10
funer;1,0114042647073518;6;3
confirmed;0,6931471805599453;2;20
convenience;0,0;1;12
jukwey;0,0;1;7
deliver;1,0397207708399179;4;17
apparatus;1,7917594692280547;6;18
anybody;1,3862943611198906;4;18
themselv;1,1490596969706202;9;8
tadashi;0,0;1;23
lesson;0,0;1;16
programs;1,8462202193216335;11;18
structure;1,3862943611198906;4;2
wherea;1,5607104090414063;6;10
meston;0,0;4;11
calculations;0,0;2;11
carniv;0,0;1;3
programm;1,6731183626432506;14;10
deliveri;2,466860686921169;149;5
exceeded;1,0397207708399179;4;2
tripoli;0,0;1;7
erik;0,0;1;1
funds;1,9034538387944462;26;13
earlier;3,053431980859909;344;2
canakkal;0,6931471805599453;2;20
skill;1,0397207708399179;4;2
russian;0,6365141682948128;3;2
erie;0,0;1;20
them;2,8031455636717317;47;4
then;2,0253262207700673;10;17
enahcn;0,0;1;14
eric;0,6931471805599453;2;2
delivery;1,6434177197931799;20;5
moslem;0,6730116670092565;5;24
quibbl;0,0;1;1
ebulli;0,0;1;13
turnov;1,331664310293015;14;9
yergin;0,6931471805599453;8;17
constraint;2,4410152780267023;14;22
showdown;0,0;1;23
followed;0,6931471805599453;2;17
viabl;0,0;1;10
hawaiian;0,0;1;22
sterl;2,0834869887264955;97;16
everyon;1,9061547465398496;8;23
thhe;0,0;1;11
usual;2,486914210288498;27;4
disregard;1,0986122886681096;3;19
failur;1,7541550087784348;51;4
larger;2,5188788850053623;27;4
stern;1,3321790402101223;5;20
vietnam;0,0;1;20
technolog;2,2365994361974595;22;20
petrobra;0,6365141682948128;6;7
suez;0,0;1;20
harima;0,0;2;20
fayetteville;0,0;1;17
within;3,0748230826482774;122;23
plenti;1,0549201679861442;5;17
securitis;0,6931471805599453;2;8
accuracy;0,6931471805599453;2;20
expenditure;1,7478680974667573;7;10
mainten;0,6931471805599453;2;20
incomprehens;0,0;1;5
equity;1,0986122886681096;3;17
second;2,8699127905117425;169;10
ibge;0,0;1;6
surpluses;2,282374376159249;17;3
study;1,4184836619456564;10;7
occupi;0,6931471805599453;6;20
atlanta;1,0397207708399179;4;1
meixian;0,6931471805599453;2;25
