champlin;0;14;7;1,146128036;1,146128036
nppc;0;14;14;1,146128036;1,146128036
ounce;0;14;11;1,146128036;1,146128036
soybean;1,513740198;708;21;2,850033258;1,133781948
chip;0,354598828;34;23;1,531478917;1,130577471
barrel;1,102458647;238;7;2,376576957;1,130379882
semiconductor;0,298758058;29;23;1,462397998;1,125997247
missil;0,362210557;34;20;1,531478917;1,124260056
ton;1,025506093;184;11;2,264817823;1,118149104
dividend;0,403334497;37;9;1,568201724;1,117482488
pennzoil;0;13;17;1,113943352;1,113943352
cyacq;0;13;1;1,113943352;1,113943352
intersect;0;13;11;1,113943352;1,113943352
lockout;0;13;14;1,113943352;1,113943352
lipc;0;13;14;1,113943352;1,113943352
cane;0,474482205;42;22;1,62324929;1,100894459
gdp;0,977006332;137;10;2,136720567;1,0807859
iso;0;12;22;1,079181246;1,079181246
robusta;0;12;4;1,079181246;1,079181246
sigma;0;12;11;1,079181246;1,079181246
acceptances;0;12;16;1,079181246;1,079181246
mint;0;12;11;1,079181246;1,079181246
erbynn;0;12;3;1,079181246;1,079181246
troi;0;12;11;1,079181246;1,079181246
qtr;0,753885633;78;9;1,892094603;1,078801586
wheat;1,761493719;859;25;2,933993164;1,062465992
kanon;0,348832096;27;3;1,431363764;1,061187503
bra;0,348832096;27;3;1,431363764;1,061187503
platinum;0,206192051;19;11;1,278753601;1,060157543
feet;1,083093144;152;17;2,181843588;1,047405679
distil;0;11;7;1,041392685;1,041392685
zack;0;11;14;1,041392685;1,041392685
placer;0;11;11;1,041392685;1,041392685
cherri;0;11;4;1,041392685;1,041392685
tmoc;0;11;17;1,041392685;1,041392685
gnp;1,00873868;119;10;2,075546961;1,033258821
api;0,304636097;22;7;1,342422681;1,028963313
palm;1,142201784;155;24;2,190331698;1,022467498
quota;1,413730273;293;4;2,46686762;1,022014617
dollar;1,871795515;819;8;2,913283902;1,014446846
hole;0,473981266;31;11;1,491361694;1,011791485
oil;2,133394781;1439;7;3,158060794;1,007871977
copper;0,223718076;17;11;1,230448921;1,005500324
sheikh;0;10;7;1;1
ina;0;10;7;1;1
roast;0;10;4;1;1
chevron;0;10;7;1;1
meatpack;0;10;14;1;1
arkla;0;10;17;1;1
tvx;0;10;11;1;1
gram;0;10;11;1;1
levon;0;10;11;1;1
satur;0;10;24;1;1
dlrsbbl;0;10;7;1;1
geodom;0;10;11;1;1
lac;0;10;11;1;1
chemlawn;0;10;1;1;1
harper;0;10;1;1;1
corn;1,823825311;595;5;2,774516966;0,982538458
ounces;0,233791659;16;11;1,204119983;0,975950821
herrington;0,664528439;42;7;1,62324929;0,975200695
pork;0,837989132;60;14;1,77815125;0,967443833
bags;0,652623178;39;4;1,591064607;0,962750994
olein;0,336495758;19;24;1,278753601;0,956795855
unilev;0,336495758;19;9;1,278753601;0,956795855
refineri;0,701024827;42;7;1,62324929;0,954277248
glesk;0;9;8;0,954242509;0,954242509
navig;0;9;20;0,954242509;0,954242509
arango;0;9;4;0,954242509;0,954242509
chipmak;0;9;23;0,954242509;0,954242509
levitt;0;9;14;0,954242509;0,954242509
width;0;9;11;0,954242509;0,954242509
snyder;0;9;1;0,954242509;0,954242509
avon;0;9;1;0,954242509;0,954242509
minework;0;9;11;0,954242509;0,954242509
newmont;0;9;11;0,954242509;0,954242509
kobena;0;9;3;0,954242509;0,954242509
heyman;0;9;1;0,954242509;0,954242509
ldp;0;9;23;0,954242509;0,954242509
miti;0,636514168;36;23;1,556302501;0,950986268
billion;2,509619294;2137;2;3,329804522;0,948765163
awb;0,693147181;40;25;1,602059991;0,946202439
ibm;0,244930027;15;9;1,176091259;0,944704709
deficit;1,891765451;539;2;2,731588765;0,944609378
deleg;1,587277906;275;3;2,439332694;0,942818198
energi;1,348362596;162;7;2,209515015;0,940874726
explor;1,264343565;134;17;2,127104798;0,939391368
ivorian;0,410116318;21;3;1,322219295;0,937666828
tonn;2,400640054;1486;22;3,172018809;0,932771113
grain;1,997645598;622;12;2,793790385;0,931994892
bank;2,378791868;1359;13;3,133219457;0,927319462
fat;1,079475746;82;24;1,913813852;0,92033478
quotas;0,987815415;67;4;1,826074803;0,918633988
nakason;0,799647064;45;23;1,653212514;0,918631518
ghana;0,572280699;27;3;1,431363764;0,910374188
ship;1,678559604;267;20;2,426511261;0,905901537
fed;1,696394312;276;16;2,440909082;0,905249307
memb;0,706257336;35;3;1,544068044;0,904944414
rbd;0,4851045;22;24;1,342422681;0,903924727
purol;0;8;1;0,903089987;0,903089987
britannia;0;8;11;0,903089987;0,903089987
grisanti;0;8;7;0,903089987;0,903089987
galveston;0;8;1;0,903089987;0,903089987
cholesterol;0;8;24;0,903089987;0,903089987
ibp;0;8;14;0,903089987;0,903089987
nzfp;0;8;1;0,903089987;0,903089987
eurosterl;0;8;13;0,903089987;0,903089987
unoc;0;8;17;0,903089987;0,903089987
hock;0;8;4;0,903089987;0,903089987
roaster;0;8;4;0,903089987;0,903089987
iida;0;8;20;0,903089987;0,903089987
preciou;0;8;11;0,903089987;0,903089987
kramer;0;8;10;0,903089987;0,903089987
sugarbeet;0;8;22;0,903089987;0,903089987
carolin;0;8;11;0,903089987;0,903089987
penner;0;8;10;0,903089987;0,903089987
transco;0;8;17;0,903089987;0,903089987
nicaragua;0;8;4;0,903089987;0,903089987
channon;0;8;23;0,903089987;0,903089987
ufcwu;0;8;14;0,903089987;0,903089987
butan;0;8;17;0,903089987;0,903089987
mth;0;8;9;0,903089987;0,903089987
king;0;8;7;0,903089987;0,903089987
tanker;0,870820479;48;20;1,681241237;0,898665188
or;1,132972648;82;11;1,913813852;0,897251943
seawai;0,667431708;31;20;1,491361694;0,894406462
hog;0,863933755;46;14;1,662757832;0,892069167
iwc;0,693147181;32;25;1,505149978;0,888965824
growth;2,161641191;641;10;2,80685803;0,887785128
miyazawa;0,944157019;52;8;1,716003344;0,882646477
exxon;0,793394783;38;7;1,579783597;0,880890037
invis;0,501046914;21;2;1,322219295;0,880864737
yen;1,897303278;351;8;2,545307116;0,878509038
mobil;0,592953317;25;17;1,397940009;0,877577512
iranian;0,815167852;39;20;1,591064607;0,876538556
coins;0,271189373;13;11;1,113943352;0,876300082
coastal;0,271189373;13;17;1,113943352;0,876300082
monei;1,937916063;373;16;2,571708832;0,875351364
texaco;0,535959889;22;17;1,342422681;0,873995923
cuba;0,65759895;28;22;1,447158031;0,873044732
haggard;0,693147181;30;18;1,477121255;0,872411608
mcivor;0,693147181;30;17;1,477121255;0,872411608
inflat;1,77289181;261;6;2,416640507;0,871523548
veget;1,476889062;143;24;2,155336037;0,870178673
pipelin;0,957932511;50;17;1,698970004;0,867736755
baker;1,357825901;111;15;2,045322979;0,867461409
underground;0,54811788;22;11;1,342422681;0,867132082
dome;0,500402424;20;1;1,301029996;0,867120697
natur;1,535224157;157;17;2,195899652;0,866156015
baldrig;0,450561209;18;23;1,255272505;0,865370243
mln;3,070340986;3329;9;3,522313795;0,865360865
rebat;1,219533077;83;22;1,919078092;0,864631445
trade;2,756503423;1750;23;3,243038049;0,863312949
loss;1,79176487;256;9;2,408239965;0,862622777
drill;1,447367882;129;17;2,11058971;0,862391684
offshor;0,858377091;40;7;1,602059991;0,862074764
said;3,138230857;3692;4;3,567261692;0,862025783
rate;2,529913624;1065;13;3,027349608;0,857627107
ecuador;0,945476644;46;7;1,662757832;0,854678897
surplu;1,94289169;327;2;2,514547753;0,854447944
seamen;0,900700744;42;20;1,62324929;0,854026756
jorio;0,443757284;17;4;1,230448921;0,852254693
vancouver;0,443757284;17;11;1,230448921;0,852254693
usda;2,081910859;419;5;2,622214023;0,85084032
bag;1,415138269;112;4;2,049218023;0,848488904
merger;0,907171287;41;1;1,612783857;0,845641851
dharyono;0;7;4;0,84509804;0,84509804
erad;0;7;14;0,84509804;0,84509804
propan;0;7;17;0,84509804;0,84509804
rostenkowski;0;7;23;0,84509804;0,84509804
salmonella;0;7;14;0,84509804;0,84509804
ined;0;7;14;0,84509804;0,84509804
anneslei;0;7;1;0,84509804;0,84509804
greek;0;7;20;0,84509804;0,84509804
weinberg;0;7;20;0,84509804;0,84509804
sugarcan;0;7;22;0,84509804;0,84509804
asamera;0;7;11;0,84509804;0,84509804
nbh;0;7;11;0,84509804;0,84509804
princevil;0;7;1;0,84509804;0,84509804
harcourt;0;7;1;0,84509804;0,84509804
norgold;0;7;11;0,84509804;0,84509804
geplacea;0;7;22;0,84509804;0,84509804
escort;0,514653165;19;20;1,278753601;0,844255061
iran;1,279414126;83;20;1,919078092;0,841917259
export;2,765096583;1467;4;3,166430114;0,840995721
columbia;0,465999257;17;11;1,230448921;0,839324383
tehran;0,465999257;17;20;1,230448921;0,839324383
quarter;2,157751755;446;10;2,649334859;0,838994026
year;3,079231299;2642;10;3,421932813;0,838867071
card;0,286835983;12;13;1,079181246;0,838631543
yard;0,286835983;12;20;1,079181246;0,838631543
airlin;0,286835983;12;1;1,079181246;0,838631543
comecon;0,286835983;12;23;1,079181246;0,838631543
nevada;0,286835983;12;11;1,079181246;0,838631543
interven;1,276092871;81;8;1,908485019;0,838491717
maiz;1,692811312;179;5;2,252853031;0,836617486
harvest;1,791752425;216;18;2,334453751;0,836196552
unc;0,693147181;26;18;1,414973348;0,835706053
sila;0,693147181;26;17;1,414973348;0,835706053
crude;1,746881009;197;7;2,294466226;0,835298733
vessel;1,060212485;52;20;1,716003344;0,832925417
reserv;2,389659969;657;19;2,81756537;0,831223602
kuwaiti;0,646090505;23;20;1,361727836;0,827249675
crusher;0,62549136;22;18;1,342422681;0,825856547
al;0,463413559;16;7;1,204119983;0,822815926
ec;2,357133645;554;24;2,743509765;0,817217917
band;1,193814915;62;13;1,792391689;0,817020469
crop;2,185232974;395;25;2,596597096;0,815198485
dlr;2,990981311;1782;16;3,2509077;0,814563499
tonnes;2,197628773;399;22;2,600972896;0,813406771
net;2,051081193;302;9;2,480006943;0,812828891
cuban;0,410116318;14;22;1,146128036;0,812789712
japan;2,498042686;684;23;2,835056102;0,81046927
white;1,552654381;116;22;2,064457989;0,808749514
brazil;2,055685253;294;4;2,46834733;0,807788475
uganda;0,610864302;20;4;1,301029996;0,807659586
soviet;2,157088417;348;25;2,541579244;0,805038982
price;2,957096379;1526;6;3,183554534;0,804517815
repurchas;1,228732664;62;13;1,792391689;0,804220138
stg;2,241260816;401;13;2,603144373;0,803127092
agricultur;2,450787144;582;25;2,764922985;0,801244142
consum;2,157088333;334;3;2,523746467;0,799390514
hormuz;0,304636097;11;20;1,041392685;0,798224645
payout;0,304636097;11;9;1,041392685;0,798224645
stock;2,44150211;557;3;2,745855195;0,797865324
grade;1,387708563;80;11;1,903089987;0,797036128
march;3,20729823;2245;4;3,351216345;0,796524554
ferri;0,545594574;17;20;1,230448921;0,796100699
acr;1,820825333;175;5;2,243038049;0,79517084
gasolin;0,860851391;30;7;1,477121255;0,793787866
produc;2,618570092;738;4;2,868056362;0,792593839
compromis;0,948992278;35;3;1,544068044;0,79223918
gulf;1,981138978;228;20;2,357934847;0,790950997
kuwait;1,040436439;41;20;1,612783857;0,790411221
februari;2,62340966;730;6;2,86332286;0,790228853
rand;1,380285076;76;19;1,880813592;0,790163166
cpb;1,097129708;45;10;1,653212514;0,788321537
mm;1,341847927;70;18;1,84509804;0,787881236
shell;0,977674217;36;7;1,556302501;0,786935728
trillion;0,820054745;27;17;1,431363764;0,786439951
keat;0,864648515;29;2;1,462397998;0,78427542
warship;0,500402424;15;20;1,176091259;0,783850546
gross;1,748647268;142;10;2,152288344;0,783035484
market;3,022433837;1398;4;3,145507171;0,781991028
barrels;0,692012965;21;7;1,322219295;0,781447496
bushel;1,80083265;154;21;2,187520721;0,781025143
currenc;2,289685643;370;8;2,568201724;0,78068302
crush;1,298873835;62;21;1,792391689;0,779682496
foot;0,578325287;17;11;1,230448921;0,779591464
rha;0,429323022;13;23;1,113943352;0,779350318
fomc;0,429323022;13;16;1,113943352;0,779350318
silkworm;0,429323022;13;20;1,113943352;0,779350318
japanes;2,180727731;300;23;2,477121255;0,778790725
registr;1,224889399;54;4;1,73239376;0,778642642
cenergi;0;6;1;0,77815125;0,77815125
wang;0;6;19;0,77815125;0,77815125
csbc;0;6;20;0,77815125;0,77815125
arabica;0;6;4;0,77815125;0,77815125
benchmark;0;6;7;0,77815125;0,77815125
gtx;0;6;1;0,77815125;0,77815125
fatti;0;6;24;0,77815125;0,77815125
billboard;0;6;1;0,77815125;0,77815125
lebanes;0;6;15;0,77815125;0,77815125
cruz;0;6;7;0,77815125;0,77815125
infect;0;6;14;0,77815125;0,77815125
mccoi;0;6;11;0,77815125;0,77815125
bird;0;6;14;0,77815125;0,77815125
kaul;0;6;4;0,77815125;0,77815125
palladium;0;6;11;0,77815125;0,77815125
escalant;0;6;4;0,77815125;0,77815125
versatil;0;6;20;0,77815125;0,77815125
concepcion;0;6;24;0,77815125;0,77815125
bhpgm;0;6;11;0,77815125;0,77815125
abdul;0;6;7;0,77815125;0,77815125
piedmont;0;6;1;0,77815125;0,77815125
amcor;0;6;1;0,77815125;0,77815125
giorgio;0;6;1;0,77815125;0,77815125
napm;0;6;10;0,77815125;0,77815125
ford;0;6;9;0,77815125;0,77815125
solubl;0;6;4;0,77815125;0,77815125
interlink;0;6;1;0,77815125;0,77815125
num;0;6;11;0,77815125;0,77815125
horner;0;6;8;0,77815125;0,77815125
lmfe;0;6;14;0,77815125;0,77815125
fahd;0;6;7;0,77815125;0,77815125
cocoas;0;6;3;0,77815125;0,77815125
gurria;0;6;19;0,77815125;0,77815125
wifo;0;6;10;0,77815125;0,77815125
lng;0;6;17;0,77815125;0,77815125
reintegro;0;6;4;0,77815125;0,77815125
petro;0;6;7;0,77815125;0,77815125
marten;0;6;10;0,77815125;0,77815125
mulligan;0;6;12;0,77815125;0,77815125
csr;0,658109988;19;22;1,278753601;0,771211567
bhp;0,658109988;19;11;1,278753601;0,771211567
farm;2,309280448;352;18;2,546542663;0,76951552
mt;0,636514168;18;20;1,255272505;0,767040414
account;2,323399698;354;2;2,549003262;0,766986668
port;1,752263572;129;20;2,11058971;0,766855955
heller;0,605797499;17;15;1,230448921;0,766254102
econom;2,551557604;525;10;2,720159303;0,765906007
deposit;1,671110813;111;16;2,045322979;0,765720003
compani;2,53529875;507;1;2,705007959;0,76514268
dealer;2,218353854;290;8;2,462397998;0,765111019
rise;2,81580085;830;10;2,919078092;0,764997495
toronto;0,874435958;27;11;1,431363764;0,763623723
last;3,087572027;1315;10;3,118925753;0,763026494
coconut;0,89820534;28;18;1,447158031;0,762382236
petroleum;1,851387556;149;7;2,173186268;0,762150436
product;2,888883196;920;10;2,963787827;0,762117986
dakota;0,708346578;20;14;1,301029996;0,76157263
sorghum;1,487804647;78;5;1,892094603;0,760547901
pct;2,599485486;546;10;2,737192643;0,760439972
acquir;1,51212091;81;1;1,908485019;0,759710654
strike;1,870127377;150;20;2,176091259;0,758186301
eiu;1,098612289;39;2;1,591064607;0,75815081
week;2,89862915;899;16;2,953759692;0,757640591
prt;0,774992758;22;7;1,342422681;0,756297554
feasibl;0,775714473;22;11;1,342422681;0,755990167
economi;2,163571739;245;10;2,389166084;0,755211603
forecast;2,576483576;501;10;2,699837726;0,754886097
practices;0,325082973;10;23;1;0,754669723
microchip;0,325082973;10;23;1;0,754669723
cardena;0,325082973;10;4;1;0,754669723
rose;2,680038726;598;16;2,776701184;0,754530425
amoco;0,519579839;14;17;1,146128036;0,754240091
import;2,898791819;871;23;2,940018155;0,754084417
program;2,450059074;395;18;2,596597096;0,752623952
tax;2,573300604;489;24;2,689308859;0,752611985
field;1,656245638;98;7;1,991226076;0,749639283
loan;2,394386978;350;21;2,544068044;0,749492636
profit;1,992172895;173;9;2,238046103;0,747966839
acreag;1,67583041;100;21;2;0,747431523
proven;1,033945766;33;11;1,51851394;0,746585266
meters;0,686961577;18;7;1,255272505;0,744102606
cpo;0,450561209;12;24;1,079181246;0,74397498
shares;1,10797881;37;1;1,568201724;0,74393619
plant;2,388621551;328;18;2,515873844;0,742447572
bolivia;1,098612289;36;19;1,556302501;0,74158648
dn;0,693147181;18;18;1,255272505;0,741384163
share;2,353120714;306;1;2,485721426;0,741315818
redund;0,659872014;17;20;1,230448921;0,741291444
index;1,876470708;134;6;2,127104798;0,739484255
farmer;2,329591797;283;5;2,451786436;0,736362469
foreign;2,838157456;657;19;2,81756537;0,734093221
balladur;0,677494404;17;10;1,230448921;0,733504039
gas;0,881721482;24;17;1,380211242;0,733483279
new;3,135761083;1074;4;3,031004281;0,732877026
govern;2,959365214;791;10;2,898176483;0,731980084
blah;2,842650675;645;16;2,809559715;0,731151476
corp;2,397559377;304;1;2,482873584;0,730781514
offici;3,009137244;838;23;2,923244019;0,72914541
oecd;1,522042672;69;10;1,838849091;0,729111014
und;1,069917342;32;18;1,505149978;0,72715463
per;2,810665994;589;11;2,770115295;0,726937312
sea;1,572764792;74;20;1,86923172;0,726545903
cargo;1,812768391;110;20;2,041392685;0,725759253
oilse;1,543428353;70;18;1,84509804;0,725437396
iraqi;0,661563238;16;7;1,204119983;0,724691035
inc;2,424713947;303;1;2,481442629;0,724569312
asa;1,357399562;51;21;1,707570176;0,724344826
canal;0,540204142;13;20;1,113943352;0,723243966
navi;0,540204142;13;20;1,113943352;0,723243966
pari;2,106180749;176;8;2,245512668;0,722917579
maker;0,799902779;20;23;1,301029996;0,722833483
fee;1,186043554;38;7;1,579783597;0,722667942
january;2,390993963;282;2;2,450249108;0,722575485
poehl;1,675085862;85;8;1,929418926;0,721254952
current;2,925437832;678;2;2,831229694;0,721251951
stake;1,426070046;56;1;1,748188027;0,720584317
ussr;1,952345688;134;5;2,127104798;0,720479586
enrol;1,397584698;53;5;1,72427587;0,719172036
sunflow;1,1827392;37;18;1,568201724;0,718455839
lawson;1,685917269;85;13;1,929418926;0,718346372
januari;2,751064553;488;2;2,688419822;0,716708493
rapese;1,137174965;34;18;1,531478917;0,716590332
monetari;2,223166777;204;15;2,309630167;0,716571722
deposits;0,846144797;21;16;1,322219295;0,716205629
zambia;1,082555461;31;15;1,491361694;0,716120997
depart;2,7685531;493;25;2,692846919;0,714557245
cordoba;1,068145261;30;18;1,477121255;0,714225099
london;2,659667874;410;4;2,612783857;0,713940157
report;3,080469777;812;10;2,909556029;0,713044377
rain;1,856745108;108;18;2,033423755;0,711797405
court;1,548645454;65;17;1,812913357;0,711324266
santo;1,134796284;33;17;1,51851394;0,711315619
prev;0,693147181;16;21;1,204119983;0,711172659
roderick;0,693147181;16;23;1,204119983;0,711172659
viermetz;0,693147181;16;8;1,204119983;0,711172659
intern;2,769670811;473;4;2,674861141;0,709574197
intervent;2,112477294;161;22;2,206825876;0,709025534
more;3,100317055;799;10;2,902546779;0,707883498
barlei;1,633040663;73;25;1,86332286;0,70766961
eagl;0,348832096;9;11;0,954242509;0,707458336
guatemala;0,348832096;9;4;0,954242509;0,707458336
octoberdecemb;0,348832096;9;10;0,954242509;0,707458336
op;0,348832096;9;12;0,954242509;0,707458336
ashland;0,348832096;9;9;0,954242509;0,707458336
surfac;0,348832096;9;11;0,954242509;0,707458336
expect;3,098580511;791;10;2,898176483;0,707117129
offer;2,86177013;537;25;2,729974286;0,706923042
baht;0,474139313;11;2;1,041392685;0,706441159
agreement;2,798002209;482;4;2,683047038;0,706436408
central;2,588299247;341;8;2,532754379;0,705837001
two;3,133715435;823;10;2,915399835;0,705273471
resourc;1,89559705;110;11;2,041392685;0,704998883
refin;1,626386344;71;7;1,851258349;0,704869012
up;3,142370349;831;10;2,919601024;0,704814099
against;2,999667903;659;2;2,818885415;0,704779867
increas;3,083105713;754;10;2,877371346;0,704701653
treasuri;2,235015126;190;15;2,278753601;0,704402765
bundesbank;1,907411664;111;8;2,045322979;0,703485855
cmb;0,673011667;15;4;1,176091259;0,702978516
exchang;2,83504058;494;8;2,693726949;0,702398552
mark;2,402811995;244;8;2,387389826;0,701593221
ecus;1,201373041;35;22;1,544068044;0,701411354
man;0,826405322;19;22;1,278753601;0,700147763
meet;2,80385674;458;4;2,660865478;0,699517795
indonesia;1,982684582;122;24;2,086359831;0,699490601
cheng;0;5;19;0,698970004;0,698970004
chittagong;0;5;20;0,698970004;0,698970004
aviat;0;5;1;0,698970004;0,698970004
goldfield;0;5;11;0,698970004;0,698970004
salina;0;5;7;0,698970004;0,698970004
chiari;0;5;9;0,698970004;0,698970004
canamax;0;5;11;0,698970004;0,698970004
arturo;0;5;7;0,698970004;0,698970004
kaneb;0;5;17;0,698970004;0,698970004
frawlei;0;5;14;0,698970004;0,698970004
spinoff;0;5;1;0,698970004;0,698970004
gte;0;5;1;0,698970004;0,698970004
allegheni;0;5;1;0,698970004;0,698970004
sucralos;0;5;22;0,698970004;0,698970004
kg;0;5;4;0,698970004;0,698970004
cesar;0;5;4;0,698970004;0,698970004
ing;0;5;11;0,698970004;0,698970004
honeywel;0;5;1;0,698970004;0,698970004
schmidt;0;5;9;0,698970004;0,698970004
yr;0;5;9;0,698970004;0,698970004
trilogi;0;5;1;0,698970004;0,698970004
dissolution;0;5;12;0,698970004;0,698970004
champion;0;5;1;0,698970004;0,698970004
vat;0;5;10;0,698970004;0,698970004
kain;0;5;22;0,698970004;0,698970004
packer;0;5;14;0,698970004;0,698970004
cds;0;5;16;0,698970004;0,698970004
avgs;0;5;16;0,698970004;0,698970004
chi;0;5;19;0,698970004;0,698970004
ramadan;0;5;24;0,698970004;0,698970004
eysken;0;5;15;0,698970004;0,698970004
gelco;0;5;1;0,698970004;0,698970004
regenc;0;5;20;0,698970004;0,698970004
regent;0;5;20;0,698970004;0,698970004
boliden;0;5;1;0,698970004;0,698970004
pertamina;0;5;7;0,698970004;0,698970004
grei;0;5;23;0,698970004;0,698970004
icebreak;0;5;20;0,698970004;0,698970004
barber;0;5;20;0,698970004;0,698970004
rpi;0;5;6;0,698970004;0,698970004
reintroduct;0;5;4;0,698970004;0,698970004
sra;0;5;22;0,698970004;0,698970004
comissaria;0;5;3;0,698970004;0,698970004
shipyard;0;5;20;0,698970004;0,698970004
palomino;0;5;1;0,698970004;0,698970004
nawg;0;5;25;0,698970004;0,698970004
pit;0;5;11;0,698970004;0,698970004
jansept;0;5;24;0,698970004;0,698970004
rosenmul;0;5;20;0,698970004;0,698970004
oxid;0;5;11;0,698970004;0,698970004
matsunaga;0;5;23;0,698970004;0,698970004
honduras;0;5;4;0,698970004;0,698970004
awf;0;5;25;0,698970004;0,698970004
britoil;0;5;17;0,698970004;0,698970004
myra;0;5;11;0,698970004;0,698970004
seismic;0;5;17;0,698970004;0,698970004
krenzler;0;5;25;0,698970004;0,698970004
ranger;0;5;17;0,698970004;0,698970004
kilomet;0;5;11;0,698970004;0,698970004
aloha;0;5;1;0,698970004;0,698970004
tate;0;5;22;0,698970004;0,698970004
ufcw;0;5;14;0,698970004;0,698970004
fendt;0;5;23;0,698970004;0,698970004
properti;1,548609758;60;11;1,77815125;0,697694594
cut;2,868275073;499;13;2,698100546;0,697494489
on;3,135892751;765;6;2,883661435;0,697228291
countri;2,877578023;505;4;2,703291378;0,697159764
ivori;1,076191548;28;3;1,447158031;0,697025297
miner;1,593311712;64;11;1,806179974;0,696476234
gatt;1,748245943;82;23;1,913813852;0,696376486
bill;2,61367444;328;23;2,515873844;0,696209325
strait;0,929577689;22;20;1,342422681;0,695708024
pact;2,116028304;147;3;2,167317335;0,695538398
propos;2,773686777;421;24;2,624282096;0,695415982
nil;1,783706248;86;24;1,934498451;0,694936275
total;3,046896294;649;21;2,812244697;0,694913952
zinc;1,01439677;25;11;1,397940009;0,693974509
economist;2,400822075;229;10;2,359835482;0,693901483
borrow;2,004426628;121;16;2,08278537;0,693238886
venezuela;1,62675368;66;7;1,819543936;0,692696825
april;3,114407358;707;4;2,849419414;0,692546743
bennett;1,089797313;28;24;1,447158031;0,692487268
washington;2,85048612;463;23;2,665580991;0,692271289
leas;1,067938505;27;7;1,431363764;0,692169405
bogota;0,655975732;14;4;1,146128036;0,692116444
england;1,820308634;89;13;1,949390007;0,691197404
hectares;1,483936342;52;18;1,716003344;0,690840306
season;2,690016059;350;18;2,544068044;0,689446334
acquisit;1,620426888;64;1;1,806179974;0,689269364
nebraska;0,566085739;12;14;1,079181246;0,689094613
buyout;0,566085739;12;1;1,079181246;0,689094613
parallel;0,566085739;12;8;1,079181246;0,689094613
fall;2,969058205;543;10;2,73479983;0,689029913
area;2,535567754;272;18;2,434568904;0,68859348
sourc;2,878058989;466;4;2,668385917;0,688072545
month;3,123699657;687;6;2,836956737;0,687963958
world;2,942154916;513;22;2,710117365;0,687471046
kenya;1,314718628;39;4;1,591064607;0,687368472
bueno;1,754723832;78;18;1,892094603;0,686854552
trader;2,57670835;286;22;2,456366033;0,686767215
sale;2,961868544;525;24;2,720159303;0,686584947
defici;1,435485737;47;5;1,672097858;0,68655621
brazilian;1,962307583;108;4;2,033423755;0,68643235
depth;1,110382348;28;11;1,447158031;0,685732627
commod;2,647369917;315;4;2,498310554;0,684962209
oper;2,667281219;324;9;2,51054501;0,684579355
end;3,108589216;645;19;2,809559715;0,683825899
nation;3,00740461;550;10;2,740362689;0,683824808
freight;1,717171092;72;20;1,857332496;0,683553753
shultz;1,448777223;47;25;1,672097858;0,682829717
estim;2,959086768;505;22;2,703291378;0,682806803
authoris;0,803742107;17;22;1,230448921;0,682164549
tokyo;2,363601106;197;8;2,294466226;0,682145758
