chittagong;0;5;25;0,698970004;0,698970004;wheat
soyb;0;5;2;0,698970004;0,698970004;bop
goldfield;0;5;2;0,698970004;0,698970004;bop
sorg;0;5;2;0,698970004;0,698970004;bop
asbesto;0;5;6;0,698970004;0,698970004;cpi
andr;0;5;12;0,698970004;0,698970004;grain
midday;0;5;11;0,698970004;0,698970004;gold
salina;0;5;24;0,698970004;0,698970004;veg-oil
lubbock;0;5;2;0,698970004;0,698970004;bop
chiari;0;5;12;0,698970004;0,698970004;grain
canamax;0;5;2;0,698970004;0,698970004;bop
namibia;0;5;18;0,698970004;0,698970004;oilseed
evnsvll;0;5;2;0,698970004;0,698970004;bop
arturo;0;5;24;0,698970004;0,698970004;veg-oil
kaneb;0;5;10;0,698970004;0,698970004;gnp
frawlei;0;5;23;0,698970004;0,698970004;trade
spinoff;0;5;10;0,698970004;0,698970004;gnp
enrolled;0;5;22;0,698970004;0,698970004;sugar
agreeement;0;5;13;0,698970004;0,698970004;interest
possibility;0;5;9;0,698970004;0,698970004;earn
underestimated;0;5;12;0,698970004;0,698970004;grain
gte;0;5;10;0,698970004;0,698970004;gnp
allegheni;0;5;10;0,698970004;0,698970004;gnp
deflator;0;5;12;0,698970004;0,698970004;grain
sucralos;0;5;17;0,698970004;0,698970004;nat-gas
am;0;5;5;0,698970004;0,698970004;corn
forgotten;0;5;9;0,698970004;0,698970004;earn
kg;0;5;6;0,698970004;0,698970004;cpi
kc;0;5;2;0,698970004;0,698970004;bop
cesar;0;5;6;0,698970004;0,698970004;cpi
ing;0;5;2;0,698970004;0,698970004;bop
dhabi;0;5;4;0,698970004;0,698970004;coffee
honeywel;0;5;10;0,698970004;0,698970004;gnp
schmidt;0;5;12;0,698970004;0,698970004;grain
yr;0;5;8;0,698970004;0,698970004;dlr
trilogi;0;5;10;0,698970004;0,698970004;gnp
evansvil;0;5;2;0,698970004;0,698970004;bop
fixtur;0;5;18;0,698970004;0,698970004;oilseed
baltimor;0;5;2;0,698970004;0,698970004;bop
castor;0;5;1;0,698970004;0,698970004;acq
anxious;0;5;6;0,698970004;0,698970004;cpi
spurn;0;5;9;0,698970004;0,698970004;earn
dissolution;0;5;10;0,698970004;0,698970004;gnp
insignific;0;5;6;0,698970004;0,698970004;cpi
lubbck;0;5;2;0,698970004;0,698970004;bop
champion;0;5;10;0,698970004;0,698970004;gnp
mitchel;0;5;24;0,698970004;0,698970004;veg-oil
rainfall;0;5;19;0,698970004;0,698970004;reserves
vat;0;5;12;0,698970004;0,698970004;grain
mcas;0;5;5;0,698970004;0,698970004;corn
kain;0;5;17;0,698970004;0,698970004;nat-gas
colleagues;0;5;12;0,698970004;0,698970004;grain
packer;0;5;5;0,698970004;0,698970004;corn
contempori;0;5;12;0,698970004;0,698970004;grain
ramadan;0;5;1;0,698970004;0,698970004;acq
bartering;0;5;6;0,698970004;0,698970004;cpi
eysken;0;5;4;0,698970004;0,698970004;coffee
gelco;0;5;10;0,698970004;0,698970004;gnp
regenc;0;5;10;0,698970004;0,698970004;gnp
regent;0;5;10;0,698970004;0,698970004;gnp
boliden;0;5;10;0,698970004;0,698970004;gnp
pertamina;0;5;24;0,698970004;0,698970004;veg-oil
grei;0;5;4;0,698970004;0,698970004;coffee
icebreak;0;5;18;0,698970004;0,698970004;oilseed
barber;0;5;11;0,698970004;0,698970004;gold
rpi;0;5;14;0,698970004;0,698970004;livestock
reintroduct;0;5;6;0,698970004;0,698970004;cpi
rid;0;5;5;0,698970004;0,698970004;corn
vorman;0;5;24;0,698970004;0,698970004;veg-oil
madigan;0;5;22;0,698970004;0,698970004;sugar
brisk;0;5;12;0,698970004;0,698970004;grain
wagon;0;5;6;0,698970004;0,698970004;cpi
sra;0;5;17;0,698970004;0,698970004;nat-gas
baltnor;0;5;2;0,698970004;0,698970004;bop
comissaria;0;5;7;0,698970004;0,698970004;crude
shipyard;0;5;18;0,698970004;0,698970004;oilseed
bottleneck;0;5;6;0,698970004;0,698970004;cpi
deregulation;0;5;12;0,698970004;0,698970004;grain
impend;0;5;9;0,698970004;0,698970004;earn
announcment;0;5;9;0,698970004;0,698970004;earn
palomino;0;5;10;0,698970004;0,698970004;gnp
bcf;0;5;24;0,698970004;0,698970004;veg-oil
nawg;0;5;5;0,698970004;0,698970004;corn
difficulty;0;5;6;0,698970004;0,698970004;cpi
pit;0;5;2;0,698970004;0,698970004;bop
jansept;0;5;1;0,698970004;0,698970004;acq
rosenmul;0;5;25;0,698970004;0,698970004;wheat
cashcert;0;5;22;0,698970004;0,698970004;sugar
cinci;0;5;2;0,698970004;0,698970004;bop
oxid;0;5;2;0,698970004;0,698970004;bop
matsunaga;0;5;4;0,698970004;0,698970004;coffee
explicit;0;5;12;0,698970004;0,698970004;grain
honduras;0;5;6;0,698970004;0,698970004;cpi
rails;0;5;6;0,698970004;0,698970004;cpi
raini;0;5;6;0,698970004;0,698970004;cpi
abu;0;5;4;0,698970004;0,698970004;coffee
graan;0;5;25;0,698970004;0,698970004;wheat
leeway;0;5;12;0,698970004;0,698970004;grain
restrictive;0;5;6;0,698970004;0,698970004;cpi
villanuevaauthor;0;5;19;0,698970004;0,698970004;reserves
louvr;0;5;12;0,698970004;0,698970004;grain
awf;0;5;19;0,698970004;0,698970004;reserves
britoil;0;5;24;0,698970004;0,698970004;veg-oil
discreetli;0;5;6;0,698970004;0,698970004;cpi
norf;0;5;2;0,698970004;0,698970004;bop
ajoi;0;5;6;0,698970004;0,698970004;cpi
amarlo;0;5;2;0,698970004;0,698970004;bop
balanced;0;5;6;0,698970004;0,698970004;cpi
protocol;0;5;6;0,698970004;0,698970004;cpi
entrepreneur;0;5;6;0,698970004;0,698970004;cpi
myra;0;5;2;0,698970004;0,698970004;bop
susan;0;5;22;0,698970004;0,698970004;sugar
climates;0;5;1;0,698970004;0,698970004;acq
greenbaum;0;5;12;0,698970004;0,698970004;grain
hebei;0;5;19;0,698970004;0,698970004;reserves
promin;0;5;9;0,698970004;0,698970004;earn
standards;0;5;5;0,698970004;0,698970004;corn
ldc;0;5;1;0,698970004;0,698970004;acq
krenzler;0;5;19;0,698970004;0,698970004;reserves
ranger;0;5;24;0,698970004;0,698970004;veg-oil
kilomet;0;5;2;0,698970004;0,698970004;bop
aloha;0;5;10;0,698970004;0,698970004;gnp
kittiwak;0;5;24;0,698970004;0,698970004;veg-oil
tate;0;5;17;0,698970004;0,698970004;nat-gas
hgca;0;5;9;0,698970004;0,698970004;earn
lip;0;5;9;0,698970004;0,698970004;earn
embarrass;0;5;9;0,698970004;0,698970004;earn
