request;0.0;42;9;#NA
action;0.0;15;16;#NA
repurchas;0.0;43;15;acq
seamen;0.0;41;25;ship
analyst;-1.5264336466298287;200;22;#NA
contract;-1.3169517110886921;134;19;#NA
assist;0.0;47;11;#NA
enter;0.0;14;15;#NA
depth;0.0;18;2;#NA
economist;-0.807749986906031;138;12;#NA
winter;0.0;44;19;grain
blah;0.0;645;20;#NA
marin;0.0;18;25;ship
agricultur;-1.8014404365327419;517;5;grain
declin;-1.430924089697379;203;12;#NA
rate;-1.7527084594694655;994;12;money-fx
sown;0.0;33;19;grain
econom;-0.7924186362028043;396;12;#NA
below;-1.2722772522777808;49;17;#NA
valu;-0.6881388137135884;40;2;#NA
develop;-0.5982695885852573;77;24;#NA
bid;-0.6748952737438281;42;10;acq
major;-1.3831766548030244;213;4;#NA
annual;-0.4361623253853443;76;12;#NA
added;0.0;48;6;#NA
agreement;-1.8611073192847472;379;4;trade
produc;-2.047038398872711;615;6;#NA
spokesman;-1.2011692866245662;83;25;earn
offer;-1.9408060985960682;411;9;acq
past;0.0;11;23;#NA
provision;0.0;50;3;earn
plan;-1.6375903667731668;239;5;#NA
tender;-1.2062859825740488;120;17;reserves
earn;-0.6365141682948128;39;10;earn
daili;-0.9227033319629401;50;19;#NA
sugar;-0.18605897828072895;480;17;sugar
flow;0.0;42;24;#NA
estim;-2.128476080827097;365;19;#NA
interest;-1.475396384824844;287;12;interest
year;-2.771874190410252;2373;12;#NA
vote;0.0;45;5;#NA
under;-2.0853531040545445;272;5;#NA
suggest;0.0;11;15;#NA
system;-1.2239473235840976;66;11;#NA
sourc;-2.1701616721741996;374;6;#NA
low;-0.6904011819103343;54;6;#NA
strike;0.0;123;25;earn
agreements;0.0;23;15;#NA
worker;0.0;39;25;earn
gold;-0.30744941602875425;445;2;gold
initi;0.0;9;16;#NA
complet;0.0;23;10;#NA
missil;0.0;34;23;#NA
averag;-1.7620961234316401;248;12;#NA
stabil;-0.38116919310581715;55;4;#NA
oppos;0.0;67;5;#NA
narrow;0.0;51;3;#NA
remain;-0.7833889538092265;79;12;#NA
down;-2.290494214583971;359;19;#NA
reflect;-0.649248354870898;34;7;#NA
world;-2.002069914949462;337;1;#NA
week;-2.492096385412781;732;13;#NA
good;-0.8356325914188993;90;12;#NA
earli;-0.6581099875431143;38;11;#NA
requir;-0.7365456429506485;87;5;#NA
busi;-0.6210863745552451;32;10;#NA
demand;-1.3359803284566412;187;12;#NA
control;0.0;19;10;acq
tonnes;-1.506778489313227;357;19;ship
vessel;0.0;35;18;ship
tonner;0.0;16;18;ship
dividend;0.0;17;21;earn
urg;0.0;62;5;#NA
period;-1.3966300659943336;95;15;#NA
cost;-1.7662821646180866;183;24;#NA
shares;0.0;25;10;acq
cash;-0.6542455129998856;83;22;acq
economi;-0.44448254660960673;178;12;#NA
ounc;0.0;175;2;gold
quarter;-0.8491991485343203;362;12;earn
ventur;0.0;21;2;acq
crush;0.0;30;22;#NA
veget;-0.943487822483503;133;1;#NA
corn;-1.1755756041328076;532;13;corn
consum;-1.0750624487779472;231;7;cpi
indirect;0.0;10;15;#NA
announc;0.0;16;16;#NA
drill;-0.6188880785891757;113;24;crude
futur;-1.0852832707020252;91;24;#NA
forecast;-1.1303867595631483;412;12;#NA
arrang;0.0;15;15;#NA
rebat;-0.9024823537721738;83;17;#NA
seven;-0.8537663553523638;42;19;#NA
effect;0.0;47;4;#NA
feasibl;0.0;18;2;#NA
chang;-1.2674216127415012;152;22;#NA
high;0.0;28;1;#NA
reduc;-0.6508180758715587;45;19;#NA
latest;0.0;13;15;#NA
earmark;0.0;12;16;#NA
deficit;-1.268275835921954;485;3;bop
cane;0.0;29;17;sugar
inflat;-0.7585377925653409;212;12;cpi
industri;-1.9957434819788813;387;4;#NA
mill;0.0;18;2;#NA
stock;-1.697388162111325;451;7;earn
sold;-1.0474340283500256;56;9;acq
cubic;0.0;109;24;crude
now;-1.4772323169731794;196;12;#NA
start;0.0;23;2;#NA
years;0.0;9;16;#NA
port;-0.6750113186700089;79;25;ship
indirectli;0.0;13;15;#NA
put;0.0;5;20;#NA
line;-0.5881687773541907;40;16;ship
resum;0.0;12;25;#NA
transport;0.0;13;25;#NA
sell;-1.4515257387162808;141;10;acq
mine;-0.2432670544261087;212;2;gold
end;-2.3354699309655214;350;6;#NA
return;0.0;15;25;#NA
process;0.0;12;25;#NA
bui;-1.9724592382639434;296;4;#NA
acquir;0.0;49;10;acq
beef;-0.9186304599801576;111;5;livestock
shortag;0.0;38;11;#NA
beet;0.0;41;17;sugar
ringgit;0.0;19;1;money-fx
fund;-1.0445022051759176;90;15;#NA
head;0.0;39;16;#NA
mark;-1.0905139739019603;217;3;#NA
polici;-1.2375264199907694;241;12;#NA
season;-1.6448762745256764;257;13;#NA
barrel;-0.22057003640017672;208;24;crude
execut;-0.6677333174161975;49;6;#NA
output;-1.5919909677124495;161;17;#NA
gross;0.0;106;12;gnp
protest;0.0;14;25;#NA
state;-1.7259581539867677;231;5;#NA
acquisit;-0.3341427913871891;48;10;acq
quota;-0.6755122068536377;233;6;#NA
leader;0.0;15;25;#NA
temporari;0.0;24;15;#NA
trader;-1.3859110500372798;174;17;trade
hectar;0.0;51;19;#NA
coin;0.0;41;2;money-supply
merger;0.0;24;10;acq
bushel;-0.9012262508973273;130;22;grain
labour;0.0;23;25;earn
around;-1.852528312935326;210;4;#NA
soft;0.0;34;9;#NA
olein;0.0;19;1;veg-oil
agre;-1.018960200785736;112;4;#NA
target;-1.2796713286079502;152;12;#NA
prices;-1.295075158486359;82;6;cpi
group;-1.3586418865207377;163;10;#NA
first;-2.06608251868512;298;12;#NA
average;0.0;26;13;#NA
nil;0.0;46;1;#NA
total;-2.17575654303946;530;3;#NA
need;-1.0923680508659372;55;17;#NA
said;-2.912297955688626;3677;12;#NA
shipment;-1.3607970591897998;165;1;#NA
higher;-1.2786646215253974;54;14;#NA
ga;-0.4089623738901782;335;24;#NA
over;-2.521605702281039;484;4;#NA
free;0.0;26;9;trade
shr;-0.06160671047278964;89;8;earn
began;0.0;11;15;#NA
number;-0.6024402635203422;31;13;#NA
further;-1.305269405349281;253;12;#NA
retail;0.0;18;14;earn
barlei;0.0;44;9;grain
zinc;0.0;18;2;#NA
currenc;-0.6922211139674468;260;4;money-fx
aid;-0.945824274934997;94;5;#NA
six;-0.2787693717685874;50;4;#NA
oil;-1.4859382297221115;1239;24;crude
de;0.0;15;25;#NA
stake;0.0;31;10;acq
wage;0.0;14;25;earn
current;-2.0703615822652925;495;12;#NA
licenc;0.0;6;20;#NA
quotas;0.0;52;6;#NA
retali;0.0;39;5;trade
debt;-1.2794676993014282;177;4;bop
receiv;0.0;21;17;#NA
exchang;-1.6476260901055206;396;4;money-fx
gain;-1.1567484182967909;111;12;#NA
yen;-0.2429923239119574;273;4;money-fx
cocoa;-0.42554492679122846;304;7;cocoa
intern;-1.5906522820348528;320;4;#NA
ago;-1.0956382609078323;88;13;#NA
warrant;0.0;20;2;#NA
proven;0.0;20;2;#NA
fiscal;-0.355382896246011;70;12;earn
award;0.0;9;16;#NA
same;-1.314806109167968;83;3;#NA
close;-1.2092177872613918;108;4;#NA
drain;0.0;21;11;#NA
ct;-0.6973686616230601;169;8;nat-gas
sale;-1.8815408815548975;408;13;acq
against;-2.169947787741936;565;4;#NA
lend;0.0;13;11;#NA
todai;-1.828073225159341;168;4;#NA
pound;0.0;14;8;money-fx
set;-1.543022221834834;149;4;#NA
exclud;0.0;17;8;#NA
hectares;0.0;47;19;#NA
area;-0.408461452226497;155;19;#NA
releas;0.0;9;15;earn
interven;-0.3908351994928211;68;4;#NA
regist;0.0;11;16;#NA
certif;0.0;73;22;#NA
export;-2.3688516331647054;1358;6;bop
five;-1.4965868242525402;181;12;#NA
still;-0.6759010305740114;27;7;#NA
secur;-0.6920129648318738;63;10;acq
ad;-0.6869615765973234;27;13;#NA
amend;0.0;58;5;#NA
growth;-0.4708897486921903;539;12;#NA
fell;-1.3004849064106498;232;3;#NA
tanker;-0.6262262845584756;47;23;ship
yield;-0.6634676154115522;66;19;#NA
nine;0.0;12;8;#NA
council;-0.6313727800636019;92;7;#NA
refineri;0.0;35;24;crude
on;-2.6441684778303536;605;4;#NA
import;-2.2583160347317857;782;5;bop
central;-1.1189234352041504;222;4;reserves
move;-0.6730116670092565;45;19;#NA
limit;-0.5515228610009908;104;19;#NA
or;0.0;63;2;#NA
avail;0.0;13;16;#NA
board;-1.1098307392247981;118;6;#NA
third;0.0;38;3;#NA
deliveri;-1.0596503475206407;97;13;#NA
discount;-1.080527626604172;40;15;#NA
prime;0.0;65;4;#NA
funds;0.0;11;15;#NA
month;-2.4668481806049884;545;3;#NA
plant;-1.2795906548079596;229;19;#NA
negoti;-0.5960740318257864;60;6;#NA
two-week;0.0;14;15;#NA
redund;0.0;15;25;#NA
protect;0.0;11;23;trade
deleg;-1.0359118158672338;258;7;#NA
sterl;0.0;34;11;money-fx
dollar;-1.0217774113509264;763;4;dlr
administr;-0.6898918255585523;124;5;#NA
mm;0.0;58;19;#NA
minist;-1.5374106807102834;232;5;#NA
pressur;0.0;12;15;#NA
purchas;-1.7920993809422805;198;13;#NA
product;-2.39093964722651;849;12;gnp
differ;0.0;30;7;#NA
larg;0.0;13;15;#NA
account;-1.0430322979169127;243;3;bop
previou;-1.556193491637524;133;3;#NA
dure;-1.0963156586476264;110;6;#NA
last;-2.7283353292589885;1301;12;#NA
prior;0.0;18;21;#NA
buffer;0.0;220;7;reserves
level;-0.930111265152916;120;4;#NA
more;-2.5396047990639943;744;12;#NA
credit;0.0;125;16;interest
live;0.0;19;14;livestock
such;-0.8712128317707364;80;5;#NA
escort;0.0;14;23;#NA
dlrs;-1.985252824453315;399;3;dlr
statement;0.0;28;15;#NA
liquid;0.0;25;11;#NA
lb;0.0;15;14;#NA
compar;-1.797737573848605;308;12;#NA
loss;0.0;149;8;earn
investor;0.0;21;10;#NA
add;0.0;37;15;#NA
war;0.0;14;23;#NA
real;0.0;83;12;#NA
rise;-2.1560079910715055;767;12;#NA
heavi;-0.5488743844849944;42;19;#NA
between;-1.8957986389891328;278;19;#NA
less;0.0;33;19;#NA
silver;0.0;59;2;gold
--;-1.0668021047089398;709;2;#NA
two;-2.7093693003061583;660;12;#NA
studi;0.0;22;2;#NA
acr;0.0;156;22;#NA
servic;0.0;5;8;#NA
sorghum;0.0;37;19;grain
pipelin;0.0;36;24;crude
feder;-0.9261468090404665;136;15;#NA
befor;0.0;14;11;#NA
loan;-0.5810524853976629;237;22;#NA
price;-2.604102402465273;1441;14;cpi
own;-0.6839884329677817;37;10;#NA
load;0.0;24;18;#NA
split;0.0;7;21;earn
increas;-2.458549898894021;642;12;#NA
face;0.0;12;25;#NA
common;-0.15841057013179086;27;10;earn
next;-0.30463609734923813;11;15;#NA
data;-0.5982695885852573;28;15;#NA
vs;-1.1235630926947453;345;8;#NA
commod;-1.8160809876792565;223;7;#NA
grade;0.0;54;2;#NA
franc;-0.35142028799241903;89;3;money-fx
intervent;-1.1941621189051386;131;17;#NA
payment;-0.6754645824509031;128;22;bop
previous;0.0;15;16;#NA
conserv;0.0;52;22;#NA
us;-2.7624485507483434;2659;5;#NA
surplu;-0.2663844632679204;200;3;bop
employ;0.0;23;25;#NA
up;-2.7347943527876284;721;4;#NA
field;0.0;67;24;#NA
revis;-1.2743347725969247;155;3;earn
part;-0.6899437584583995;50;19;#NA
keep;0.0;14;23;#NA
oilse;-0.6108643020548935;40;1;oilseed
natur;-0.2663844632679204;120;24;#NA
crop;-1.5601388404363838;357;19;#NA
mth;0.0;8;8;#NA
probabl;0.0;9;15;#NA
follow;0.0;11;14;#NA
stg;-0.1990073303996641;299;11;money-fx
index;0.0;70;14;cpi
billion;-1.646431385369308;2085;3;#NA
white;0.0;68;17;#NA
nation;-1.8152025677349353;410;4;#NA
continu;-1.4519270593453175;188;12;#NA
palm;0.0;148;1;#NA
warship;0.0;11;23;#NA
due;-0.5253213195155949;32;19;#NA
foreign;-1.7599225836251862;555;3;money-fx
raid;0.0;12;23;#NA
result;-0.5341593666871499;31;2;#NA
trade;-2.4377722124790564;1681;5;trade
explor;0.0;103;24;#NA
well;0.0;61;24;#NA
reach;-0.6615632381579821;48;19;#NA
rais;-0.7748213861265619;65;24;acq
reserv;-1.5497128956463921;532;3;reserves
ton;0.0;144;2;#NA
feed;-0.5146531654289292;38;9;#NA
four;0.0;4;8;#NA
rain;0.0;92;19;#NA
includ;-1.9474185279503216;197;6;#NA
dry;0.0;34;19;#NA
domest;-0.9054614012765552;205;12;#NA
feet;-0.6751425885789244;148;24;#NA
suppli;-1.9254089355053998;183;3;#NA
accord;-0.8814824234432187;128;4;#NA
grain;-1.6723494008367208;533;19;grain
grow;0.0;82;12;#NA
harvest;0.0;171;19;grain
out;-1.0831868215130975;42;7;#NA
via;0.0;22;15;#NA
accept;-0.6785008770139085;41;16;#NA
dealer;-0.9308988593637254;200;4;#NA
expect;-2.494923929579624;711;12;#NA
open;-0.6925525323607232;29;15;#NA
cover;0.0;23;16;#NA
farmer;-0.6734317665876387;192;22;#NA
oper;-1.8407173385923272;236;8;#NA
weather;0.0;63;19;grain
form;0.0;9;16;#NA
provid;-0.5623351446188083;32;11;#NA
monei;-1.4402553820713893;314;11;money-supply
record;-1.3309730686797108;178;19;#NA
tax;-1.2058974799019049;411;5;#NA
poultri;0.0;13;16;livestock
provis;0.0;38;5;#NA
ask;-1.0275626644880291;101;4;#NA
durum;0.0;12;16;wheat
budget;-0.8626673922323913;165;12;#NA
ship;-1.1578668547652993;177;18;ship
issu;-1.3475689613742445;119;5;#NA
cargo;-1.02260054585616;73;17;ship
miner;-0.5750398244780919;42;2;gold
paid;-0.6172417697303416;13;16;acq
southern;0.0;27;19;#NA
acreag;0.0;78;22;#NA
union;-1.192312915465278;193;25;earn
forc;0.0;12;25;#NA
balanc;0.0;71;3;bop
damag;0.0;26;19;#NA
point;0.0;50;4;#NA
fall;-1.9814437020439668;453;12;#NA
soybean;-1.53568457128975;662;22;soybean
attack;0.0;29;23;#NA
sector;-0.9439033749542703;101;12;#NA
grant;0.0;8;20;#NA
show;-1.624580842875494;218;3;#NA
mln;-2.827038887331902;3288;3;#NA
three;-2.034336135233988;232;12;#NA
offici;-2.568208097932143;767;4;#NA
enrol;0.0;53;22;#NA
custom;0.0;40;15;#NA
work;-0.6923025066041153;73;7;#NA
compani;-1.5778551491688517;400;24;#NA
figur;-1.4651985482086929;178;3;#NA
pact;0.0;68;7;trade
market;-2.634821356356959;1344;4;#NA
dlr;-2.6320500359136654;1752;3;dlr
window;0.0;15;15;#NA
program;-1.1762663727980665;308;22;#NA
food;-0.9385135526742272;59;1;#NA
contain;-0.6655035440134902;47;2;#NA
properti;-0.22863187358286127;33;2;#NA
bonu;0.0;34;16;earn
div;0.0;23;21;#NA
monetari;-0.6636143964660061;153;12;money-supply
recent;-1.0754787424657364;126;4;#NA
coffe;0.0;471;6;coffee
share;-0.961096197000795;181;10;earn
fix;0.0;10;18;#NA
rule;-0.46922034844159877;84;7;#NA
coverag;0.0;19;16;#NA
meal;0.0;22;1;#NA
wheat;-1.577561825362429;799;9;wheat
profit;0.0;63;8;earn
rice;-0.6929932791588755;57;22;grain
provinc;0.0;26;19;#NA
