rates;0;28;13;13;interest;1,447158031;1,447158031;;;;;
chairman;0;27;3;3;cocoa;1,431363764;1,431363764;;;;;
discuss;0;27;4;4;coffee;1,431363764;1,431363764;;;;;
india;0;27;4;4;coffee;1,431363764;1,431363764;;;;;
low;0;27;8;8;dlr;1,431363764;1,431363764;;;;;
note:;0;27;9;9;earn;1,431363764;1,431363764;;;;;
pipelin;0;27;17;17;nat-gas;1,431363764;1,431363764;;;;;
ministri;0;27;23;23;trade;1,431363764;1,431363764;;;;;
semiconductor;0;27;23;23;trade;1,431363764;1,431363764;;;;;
lyng;0;27;25;25;wheat;1,431363764;1,431363764;;;;;
express;0;26;1;1;acq;1,414973348;1,414973348;;;;;
usair;0;26;1;1;acq;1,414973348;1,414973348;;;;;
non-memb;0;26;3;3;cocoa;1,414973348;1,414973348;;;;;
failur;0;26;4;4;coffee;1,414973348;1,414973348;;;;;
herrington;0;26;7;7;crude;1,414973348;1,414973348;;;;;
comment;0;26;8;8;dlr;1,414973348;1,414973348;;;;;
ask;0;26;8;8;dlr;1,414973348;1,414973348;;;;;
iranian;0;26;20;20;ship;1,414973348;1,414973348;;;;;
raw;0;26;22;22;sugar;1,414973348;1,414973348;;;;;
quota;-0,694125277;239;4;4;coffee;2,378397901;1,403909105;;;;;
shares;0;25;1;1;acq;1,397940009;1,397940009;;;;;
conserv;0;25;5;5;corn;1,397940009;1,397940009;;;;;
hole;0;25;11;11;gold;1,397940009;1,397940009;;;;;
measur;0;25;16;16;money-supply;1,397940009;1,397940009;;;;;
africa;0;25;20;20;ship;1,397940009;1,397940009;;;;;
same;0;25;22;22;sugar;1,397940009;1,397940009;;;;;
weather;0;25;25;25;wheat;1,397940009;1,397940009;;;;;
deleg;-0,673401476;207;3;3;cocoa;2,315970345;1,383989663;;;;;
common;0;24;1;1;acq;1,380211242;1,380211242;;;;;
kanon;0;24;3;3;cocoa;1,380211242;1,380211242;;;;;
compromis;0;24;3;3;cocoa;1,380211242;1,380211242;;;;;
bra;0;24;3;3;cocoa;1,380211242;1,380211242;;;;;
offshor;0;24;7;7;crude;1,380211242;1,380211242;;;;;
zone;0;24;11;11;gold;1,380211242;1,380211242;;;;;
custom;0;24;13;13;interest;1,380211242;1,380211242;;;;;
lb;0;24;14;14;livestock;1,380211242;1,380211242;;;;;
livestock;0;24;14;14;livestock;1,380211242;1,380211242;;;;;
december;0;24;16;16;money-supply;1,380211242;1,380211242;;;;;
shipbuild;0;24;20;20;ship;1,380211242;1,380211242;;;;;
need;0;24;22;22;sugar;1,380211242;1,380211242;;;;;
natur;-0,51578212;123;17;17;nat-gas;2,089905111;1,378763533;;;;;
barrel;-0,691761499;209;7;7;crude;2,320146286;1,371438165;;;;;
partner;0;23;1;1;acq;1,361727836;1,361727836;;;;;
bought;0;23;8;8;dlr;1,361727836;1,361727836;;;;;
british;0;23;11;11;gold;1,361727836;1,361727836;;;;;
metal;0;23;11;11;gold;1,361727836;1,361727836;;;;;
lawson;0;23;13;13;interest;1,361727836;1,361727836;;;;;
load;0;23;20;20;ship;1,361727836;1,361727836;;;;;
receiv;0;23;22;22;sugar;1,361727836;1,361727836;;;;;
cuba;0;23;22;22;sugar;1,361727836;1,361727836;;;;;
part;0;22;1;1;acq;1,342422681;1,342422681;;;;;
widen;0;22;2;2;bop;1,342422681;1,342422681;;;;;
live;0;22;6;6;cpi;1,342422681;1,342422681;;;;;
abov;0;22;8;8;dlr;1,342422681;1,342422681;;;;;
studi;0;22;11;11;gold;1,342422681;1,342422681;;;;;
add;0;22;13;13;interest;1,342422681;1,342422681;;;;;
dairi;0;22;14;14;livestock;1,342422681;1,342422681;;;;;
east;0;22;17;17;nat-gas;1,342422681;1,342422681;;;;;
flow;0;22;17;17;nat-gas;1,342422681;1,342422681;;;;;
river;0;22;20;20;ship;1,342422681;1,342422681;;;;;
moscow;0;22;25;25;wheat;1,342422681;1,342422681;;;;;
surplu;-0,783226765;233;2;2;bop;2,367355921;1,327568635;;;;;
bid;0;21;1;1;acq;1,322219295;1,322219295;;;;;
gencorp;0;21;1;1;acq;1,322219295;1,322219295;;;;;
prior;0;21;9;9;earn;1,322219295;1,322219295;;;;;
project;0;21;11;11;gold;1,322219295;1,322219295;;;;;
congress;0;21;14;14;livestock;1,322219295;1,322219295;;;;;
six;0;21;16;16;money-supply;1,322219295;1,322219295;;;;;
texa;0;21;17;17;nat-gas;1,322219295;1,322219295;;;;;
complet;0;20;1;1;acq;1,301029996;1,301029996;;;;;
malaysia;0;20;3;3;cocoa;1,301029996;1,301029996;;;;;
ghana;0;20;3;3;cocoa;1,301029996;1,301029996;;;;;
reach;0;20;3;3;cocoa;1,301029996;1,301029996;;;;;
temporao;0;20;3;3;cocoa;1,301029996;1,301029996;;;;;
origin;0;20;3;3;cocoa;1,301029996;1,301029996;;;;;
request;0;20;5;5;corn;1,301029996;1,301029996;;;;;
warrant;0;20;11;11;gold;1,301029996;1,301029996;;;;;
guesstim;0;20;14;14;livestock;1,301029996;1,301029996;;;;;
trillion;0;20;17;17;nat-gas;1,301029996;1,301029996;;;;;
santo;0;20;17;17;nat-gas;1,301029996;1,301029996;;;;;
prove;0;20;17;17;nat-gas;1,301029996;1,301029996;;;;;
rapese;0;20;18;18;oilseed;1,301029996;1,301029996;;;;;
transport;0;20;20;20;ship;1,301029996;1,301029996;;;;;
cubic;-0,594662332;110;17;17;nat-gas;2,041392685;1,280141033;;;;;
twa;0;19;1;1;acq;1,278753601;1,278753601;;;;;
defici;0;19;5;5;corn;1,278753601;1,278753601;;;;;
underground;0;19;11;11;gold;1,278753601;1,278753601;;;;;
proven;0;19;11;11;gold;1,278753601;1,278753601;;;;;
toronto;0;19;11;11;gold;1,278753601;1,278753601;;;;;
iowa;0;19;14;14;livestock;1,278753601;1,278753601;;;;;
larg;0;19;16;16;money-supply;1,278753601;1,278753601;;;;;
latest;0;19;16;16;money-supply;1,278753601;1,278753601;;;;;
seawai;0;19;20;20;ship;1,278753601;1,278753601;;;;;
bean;0;19;21;21;soybean;1,278753601;1,278753601;;;;;
rbd;0;19;24;24;veg-oil;1,278753601;1,278753601;;;;;
committe;0;19;25;25;wheat;1,278753601;1,278753601;;;;;
secretari;0;19;25;25;wheat;1,278753601;1,278753601;;;;;
soft;0;19;25;25;wheat;1,278753601;1,278753601;;;;;
enhanc;0;19;25;25;wheat;1,278753601;1,278753601;;;;;
bag;-0,519579839;84;4;4;coffee;1,924279286;1,266323254;;;;;
sharehold;0;18;1;1;acq;1,255272505;1,255272505;;;;;
gaf;0;18;1;1;acq;1,255272505;1,255272505;;;;;
investor;0;18;1;1;acq;1,255272505;1,255272505;;;;;
cyclop;0;18;1;1;acq;1,255272505;1,255272505;;;;;
shearson;0;18;1;1;acq;1,255272505;1,255272505;;;;;
surplus;0;18;2;2;bop;1,255272505;1,255272505;;;;;
invis;0;18;2;2;bop;1,255272505;1,255272505;;;;;
ivorian;0;18;3;3;cocoa;1,255272505;1,255272505;;;;;
accept;0;18;3;3;cocoa;1,255272505;1,255272505;;;;;
retail;0;18;6;6;cpi;1,255272505;1,255272505;;;;;
bullion;0;18;11;11;gold;1,255272505;1,255272505;;;;;
platinum;0;18;11;11;gold;1,255272505;1,255272505;;;;;
mill;0;18;11;11;gold;1,255272505;1,255272505;;;;;
today;0;18;13;13;interest;1,255272505;1,255272505;;;;;
feed;0;18;14;14;livestock;1,255272505;1,255272505;;;;;
bonu;0;18;14;14;livestock;1,255272505;1,255272505;;;;;
grew;0;18;16;16;money-supply;1,255272505;1,255272505;;;;;
ad;0;18;17;17;nat-gas;1,255272505;1,255272505;;;;;
mobil;0;18;17;17;nat-gas;1,255272505;1,255272505;;;;;
production;0;18;17;17;nat-gas;1,255272505;1,255272505;;;;;
build;0;18;20;20;ship;1,255272505;1,255272505;;;;;
forc;0;18;20;20;ship;1,255272505;1,255272505;;;;;
attack;0;18;20;20;ship;1,255272505;1,255272505;;;;;
kuwait;0;18;20;20;ship;1,255272505;1,255272505;;;;;
duti;0;18;24;24;veg-oil;1,255272505;1,255272505;;;;;
account;-0,855481066;213;2;2;bop;2,328379603;1,25486573;;;;;
energi;-0,693032392;132;7;7;crude;2,120573931;1,252530041;;;;;
feet;-0,690185676;130;17;17;nat-gas;2,113943352;1,250716642;;;;;
right;0;17;1;1;acq;1,230448921;1,230448921;;;;;
borg-warn;0;17;1;1;acq;1,230448921;1,230448921;;;;;
dixon;0;17;1;1;acq;1,230448921;1,230448921;;;;;
come;0;17;3;3;cocoa;1,230448921;1,230448921;;;;;
present;0;17;3;3;cocoa;1,230448921;1,230448921;;;;;
exclud;0;17;9;9;earn;1,230448921;1,230448921;;;;;
qtly;0;17;9;9;earn;1,230448921;1,230448921;;;;;
unilev;0;17;9;9;earn;1,230448921;1,230448921;;;;;
depth;0;17;11;11;gold;1,230448921;1,230448921;;;;;
ventur;0;17;11;11;gold;1,230448921;1,230448921;;;;;
feasibl;0;17;11;11;gold;1,230448921;1,230448921;;;;;
local;0;17;19;19;reserves;1,230448921;1,230448921;;;;;
termin;0;17;20;20;ship;1,230448921;1,230448921;;;;;
malaysian;0;17;24;24;veg-oil;1,230448921;1,230448921;;;;;
olein;0;17;24;24;veg-oil;1,230448921;1,230448921;;;;;
explor;-0,65405481;108;17;17;nat-gas;2,033423755;1,229356937;;;;;
economi;-0,76675423;140;10;10;gnp;2,146128036;1,214729247;;;;;
petroleum;-0,64328722;99;7;7;crude;1,995635195;1,214416549;;;;;
soybean;-1,338344641;667;21;21;soybean;2,824125834;1,207745763;;;;;
dome;0;16;1;1;acq;1,204119983;1,204119983;;;;;
control;0;16;1;1;acq;1,204119983;1,204119983;;;;;
pacif;0;16;1;1;acq;1,204119983;1,204119983;;;;;
offic;0;16;6;6;cpi;1,204119983;1,204119983;;;;;
percentag;0;16;13;13;interest;1,204119983;1,204119983;;;;;
provid;0;16;13;13;interest;1,204119983;1,204119983;;;;;
dakota;0;16;14;14;livestock;1,204119983;1,204119983;;;;;
ccc;0;16;14;14;livestock;1,204119983;1,204119983;;;;;
plu;0;16;16;16;money-supply;1,204119983;1,204119983;;;;;
-r;0;16;24;24;veg-oil;1,204119983;1,204119983;;;;;
cotton;0;16;24;24;veg-oil;1,204119983;1,204119983;;;;;
oppos;0;16;24;24;veg-oil;1,204119983;1,204119983;;;;;
inflat;-0,906697042;197;6;6;cpi;2,294466226;1,203372206;;;;;
pari;-0,682908105;105;8;8;dlr;2,021189299;1,201009903;;;;;
council;-0,638996087;92;3;3;cocoa;1,963787827;1,198165049;;;;;
;-3,190828028;96425;10;10;gnp;4,984189648;1,189309037;;;;;
takeov;0;15;1;1;acq;1,176091259;1,176091259;;;;;
financi;0;15;1;1;acq;1,176091259;1,176091259;;;;;
still;0;15;3;3;cocoa;1,176091259;1,176091259;;;;;
session;0;15;3;3;cocoa;1,176091259;1,176091259;;;;;
coast;0;15;3;3;cocoa;1,176091259;1,176091259;;;;;
vancouver;0;15;11;11;gold;1,176091259;1,176091259;;;;;
life;0;15;11;11;gold;1,176091259;1,176091259;;;;;
ounces;0;15;11;11;gold;1,176091259;1,176091259;;;;;
requir;0;15;14;14;livestock;1,176091259;1,176091259;;;;;
commerci;0;15;19;19;reserves;1,176091259;1,176091259;;;;;
brazil;-0,972546188;208;4;4;coffee;2,318063335;1,17516302;;;;;
oil;-1,648032688;1235;7;7;crude;3,091666958;1,167533532;;;;;
board;-0,630581028;80;4;4;coffee;1,903089987;1,167123837;;;;;
dealer;-0,926354119;177;8;8;dlr;2,247973266;1,166957438;;;;;
intervent;-0,656077823;85;22;22;sugar;1,929418926;1,165053296;;;;;
sector;-0,600053351;73;10;10;gnp;1,86332286;1,164537957;;;;;
wheat;-1,499164936;799;25;25;wheat;2,902546779;1,161406652;;;;;
resourc;-0,519579839;56;11;11;gold;1,748188027;1,150441709;;;;;
baker;-0,659152504;81;15;15;money-fx;1,908485019;1,150277033;;;;;
field;-0,615498282;72;7;7;crude;1,857332496;1,149696361;;;;;
crude;-0,909511693;155;7;7;crude;2,190331698;1,147063779;;;;;
cpb;0;14;6;6;cpi;1,146128036;1,146128036;;;;;
ibm;0;14;9;9;earn;1,146128036;1,146128036;;;;;
p;0;14;9;9;earn;1,146128036;1,146128036;;;;;
discontinu;0;14;9;9;earn;1,146128036;1,146128036;;;;;
consum;-1,095748574;227;3;3;cocoa;2,356025857;1,124192991;;;;;
sell;-0,656900694;71;1;1;acq;1,851258349;1,117301934;;;;;
swiss;0;13;6;6;cpi;1,113943352;1,113943352;;;;;
oecd;0;13;6;6;cpi;1,113943352;1,113943352;;;;;
extraordinari;0;13;9;9;earn;1,113943352;1,113943352;;;;;
full;0;13;9;9;earn;1,113943352;1,113943352;;;;;
mexico;0;13;19;19;reserves;1,113943352;1,113943352;;;;;
dollar;-1,590118228;767;8;8;dlr;2,884795364;1,113769763;;;;;
well;-0,69280088;76;17;17;nat-gas;1,880813592;1,111066053;;;;;
indonesia;-0,677205655;73;24;24;veg-oil;1,86332286;1,110968625;;;;;
monei;-1,231186827;296;16;16;money-supply;2,471291711;1,107613079;;;;;
corn;-1,469575902;537;5;5;corn;2,729974286;1,105442551;;;;;
deficit;-1,433563319;478;2;2;bop;2,679427897;1,101030688;;;;;
pact;-0,682908105;70;3;3;cocoa;1,84509804;1,096374802;;;;;
gulf;-0,974109394;146;20;20;ship;2,164352856;1,09636926;;;;;
gain;-0,671801086;68;10;10;gnp;1,832508913;1,096128558;;;;;
harvest;-1,006043415;158;18;18;oilseed;2,198657087;1,096016701;;;;;
borrow;-0,658545014;65;16;16;money-supply;1,812913357;1,093074557;;;;;
cargo;-0,6894692;70;20;20;ship;1,84509804;1,092117004;;;;;
talk;-0,895204446;116;4;4;coffee;2,064457989;1,089306219;;;;;
rain;-0,679608582;67;18;18;oilseed;1,826074803;1,087202591;;;;;
nine;0;12;9;9;earn;1,079181246;1,079181246;;;;;
eight;0;12;9;9;earn;1,079181246;1,079181246;;;;;
split;0;12;9;9;earn;1,079181246;1,079181246;;;;;
avg;0;12;9;9;earn;1,079181246;1,079181246;;;;;
bolivia;0;12;19;19;reserves;1,079181246;1,079181246;;;;;
draw;0;12;19;19;reserves;1,079181246;1,079181246;;;;;
institut;-0,674297959;62;10;10;gnp;1,792391689;1,070533282;;;;;
currenc;-1,247720269;252;8;8;dlr;2,401400541;1,068371618;;;;;
certif;-0,654599322;58;12;12;grain;1,763427994;1,06577343;;;;;
adjust;-0,692012965;63;16;16;money-supply;1,799340549;1,063431893;;;;;
spend;-0,679193266;60;10;10;gnp;1,77815125;1,058931861;;;;;
winter;-0,679193266;60;25;25;wheat;1,77815125;1,058931861;;;;;
maiz;-1,013358003;135;5;5;corn;2,130333768;1,058099834;;;;;
japanes;-1,190340576;205;23;23;trade;2,311753861;1,055431236;;;;;
german;-0,661563238;56;10;10;gnp;1,748188027;1,052134512;;;;;
remain;-0,631978161;52;10;10;gnp;1,716003344;1,051486708;;;;;
dai;-0,692591522;60;7;7;crude;1,77815125;1,050549543;;;;;
rand;-0,689551948;59;19;19;reserves;1,770852012;1,048119304;;;;;
presid;-0,691853891;59;4;4;coffee;1,770852012;1,046693229;;;;;
statist;-0,664947203;55;6;6;cpi;1,740362689;1,045296023;;;;;
share;-1,211036812;203;1;1;acq;2,307496038;1,043626242;;;;;
acreag;-0,692552532;58;21;21;soybean;1,763427994;1,041874896;;;;;
fed;-1,277582778;236;16;16;money-supply;2,372912003;1,041855438;;;;;
respectively;0;11;9;9;earn;1,041392685;1,041392685;;;;;
guilder;0;11;9;9;earn;1,041392685;1,041392685;;;;;
pre-tax;0;11;9;9;earn;1,041392685;1,041392685;;;;;
dec;0;11;9;9;earn;1,041392685;1,041392685;;;;;
hungari;0;11;19;19;reserves;1,041392685;1,041392685;;;;;
valu;0;11;19;19;reserves;1,041392685;1,041392685;;;;;
servic;0;11;19;19;reserves;1,041392685;1,041392685;;;;;
net;-1,279103749;236;9;9;earn;2,372912003;1,041160151;;;;;
base;-0,69250929;56;13;13;interest;1,748188027;1,032897153;;;;;
england;-0,685025999;55;13;13;interest;1,740362689;1,032840259;;;;;
aid;-0,685025999;55;25;25;wheat;1,740362689;1,032840259;;;;;
germani;-0,682132745;54;8;8;dlr;1,73239376;1,029879339;;;;;
band;-0,682132745;54;13;13;interest;1,73239376;1,029879339;;;;;
secur;-0,666278442;52;1;1;acq;1,716003344;1,029841892;;;;;
--;-1,780085062;728;5;5;corn;2,862131379;1,029512161;;;;;
stock;-1,534063409;405;3;3;cocoa;2,607455023;1,028962028;;;;;
dure;-0,692981882;55;7;7;crude;1,740362689;1,0279866;;;;;
quarter;-1,49933887;361;10;10;gnp;2,557507202;1,023273488;;;;;
output;-1,032159062;120;22;22;sugar;2,079181246;1,023139028;;;;;
deliveri;-0,664064127;50;5;5;corn;1,698970004;1,020976282;;;;;
bundesbank;-0,69154433;53;8;8;dlr;1,72427587;1,019350092;;;;;
execut;-0,649987882;48;4;4;coffee;1,681241237;1,018941567;;;;;
sterl;-0,692969171;53;16;16;money-supply;1,72427587;1,018492185;;;;;
organ;-0,690185676;52;4;4;coffee;1,716003344;1,015275048;;;;;
repurchas;-0,683697926;51;13;13;interest;1,707570176;1,014178464;;;;;
higher;-0,692407353;52;6;6;cpi;1,716003344;1,013942264;;;;;
discount;-0,680292;50;13;13;interest;1,698970004;1,011115928;;;;;
manag;-0,62549136;44;3;3;cocoa;1,643452676;1,011049777;;;;;
earli;-0,691416078;51;15;15;money-fx;1,707570176;1,009550636;;;;;
stabil;-0,692954934;51;15;15;money-fx;1,707570176;1,008632977;;;;;
south;-1,091404935;126;20;20;ship;2,100370545;1,004286884;;;;;
korea;-0,665503544;47;23;23;trade;1,672097858;1,003959351;;;;;
ussr;-0,692346967;50;5;5;corn;1,698970004;1,003913522;;;;;
oilse;-0,658723877;46;18;18;oilseed;1,662757832;1,002431963;;;;;
tokyo;-1,060964253;116;8;8;dlr;2,064457989;1,001695195;;;;;
eep;-0,687931944;49;25;25;wheat;1,69019608;1,001341367;;;;;
payout;0;10;9;9;earn;1;1;;;;;
take;-0,69293892;49;23;23;trade;1,69019608;0,998379836;;;;;
growth;-1,768232942;577;10;10;gnp;2,761175813;0,997450674;;;;;
hold;-0,692278874;48;19;19;reserves;1,681241237;0,993477649;;;;;
yield;-0,693147181;48;18;18;oilseed;1,681241237;0,992968158;;;;;
suppli;-1,172659397;143;16;16;money-supply;2,155336037;0,992026657;;;;;
bueno;-0,677947136;46;18;18;oilseed;1,662757832;0,990947686;;;;;
sea;-0,677947136;46;20;20;ship;1,662757832;0,990947686;;;;;
assist;-0,687477789;47;15;15;money-fx;1,672097858;0,990885847;;;;;
balanc;-0,944144619;84;2;2;bop;1,924279286;0,989781968;;;;;
grain;-1,795579238;581;12;12;grain;2,764176132;0,98876687;;;;;
limit;-1,081840365;114;3;3;cocoa;2,056904851;0,98802237;;;;;
poehl;-0,692920817;47;8;8;dlr;1,672097858;0,987699981;;;;;
drill;-1,093208582;115;17;17;nat-gas;2,06069784;0,984468465;;;;;
commiss;-1,000979206;93;22;22;sugar;1,968482949;0,983759823;;;;;
move;-0,680999143;45;13;13;interest;1,653212514;0,98347017;;;;;
through;-0,680999143;45;20;20;ship;1,653212514;0,98347017;;;;;
contain;-0,67652596;44;11;11;gold;1,643452676;0,980272728;;;;;
bank;-2,176749712;1275;13;13;interest;3,105510185;0,977574712;;;;;
loan;-1,463626004;256;21;21;soybean;2,408239965;0,977518488;;;;;
good;-1,052006413;101;23;23;trade;2,004321374;0,97676175;;;;;
tender;-0,986463366;87;22;22;sugar;1,939519253;0,976367994;;;;;
gener;-0,683820629;44;1;1;acq;1,643452676;0,976025978;;;;;
canadian;-0,683820629;44;5;5;corn;1,643452676;0,976025978;;;;;
pai;-0,683820629;44;9;9;earn;1,643452676;0,976025978;;;;;
bushel;-1,092368051;110;21;21;soybean;2,041392685;0,975637477;;;;;
earn;-0,664528439;42;9;9;earn;1,62324929;0,975200695;;;;;
stg;-1,559380156;310;13;13;interest;2,491361694;0,973423853;;;;;
such;-0,679837621;43;8;8;dlr;1,633468456;0,972396638;;;;;
cent;-0,636514168;39;4;4;coffee;1,591064607;0,972227823;;;;;
fourth;-0,980667093;84;10;10;gnp;1,924279286;0,971530901;;;;;
provision;-0,692113767;44;2;2;bop;1,643452676;0,971242424;;;;;
year-on-year;-0,686371452;43;6;6;cpi;1,633468456;0,968629096;;;;;
pct;-1,66567013;381;10;10;gnp;2,580924976;0,968208687;;;;;
accord;-1,067306324;100;8;8;dlr;2;0,967442501;;;;;
soviet;-1,523453348;276;25;25;wheat;2,440909082;0,967289165;;;;;
canada;-0,690711454;43;5;5;corn;1,633468456;0,966142656;;;;;
soybeans;-0,690711454;43;21;21;soybean;1,633468456;0,966142656;;;;;
reserv;-1,833175104;546;19;19;reserves;2,737192643;0,966121945;;;;;
trader;-1,237175302;145;22;22;sugar;2,161368002;0,966114725;;;;;
